Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Soil Moisture Percent -8in (pct) Start of Day Values
11/25/09,,35,0,7.9
11/26/09,,35,0,7.7
11/27/09,,32,0,7.7
11/28/09,,26,0,7.9
11/29/09,,29,0,7.9
11/30/09,,33,0,7.9
12/1/09,,25,0,7.8
12/2/09,,16,0,7.8
12/3/09,,15,0,7.6
12/4/09,,23,0,7.7
12/5/09,,9,0,7.7
12/6/09,,3,0,7.5
12/7/09,,2,0,7.6
12/8/09,,0,0,7.5
12/9/09,,-1,0,7.4
12/10/09,,8,0.1,7.2
12/11/09,,18,0,7.3
12/12/09,,22,0.7,7.2
12/13/09,,24,0.2,7.1
12/14/09,,20,0,7
12/15/09,,25,1.2,6.9
12/16/09,,29,0.6,6.8
12/17/09,,29,0,6.9
12/18/09,,28,0,6.9
12/19/09,,31,0.1,6.9
12/20/09,,32,0.4,7.1
12/21/09,,30,0.3,7
12/22/09,,22,0,6.9
12/23/09,,16,0,7
12/24/09,,18,0,7.2
12/25/09,,20,0,7.2
12/26/09,,20,0,7
12/27/09,,18,0,7.3
12/28/09,,22,0,7.1
12/29/09,,21,0.1,6.9
12/30/09,,20,0.4,7.1
12/31/09,,20,0.5,7.1
1/1/10,,28,1.4,7.2
1/2/10,,26,0,7.1
1/3/10,,24,0,7
1/4/10,,29,0.3,7
1/5/10,,31,0.5,7.1
1/6/10,,27,0,6.8
1/7/10,,19,0,7
1/8/10,,28,0,7.1
1/9/10,,30,0,7
1/10/10,,31,0,7.2
1/11/10,,34,0.1,7.1
1/12/10,,32,0.5,7.2
1/13/10,,29,0.6,7.2
1/14/10,,26,0,7.1
1/15/10,,28,0,7.1
1/16/10,,31,0,7.1
1/17/10,,29,0.2,7.1
1/18/10,,28,0.6,7.1
1/19/10,,27,0.5,7.1
1/20/10,,25,0.2,7.1
1/21/10,,25,0.3,7.1
1/22/10,,24,0.5,6.9
1/23/10,,22,0.3,7
1/24/10,,21,0,7.1
1/25/10,,26,0.2,7
1/26/10,,26,0.4,7
1/27/10,,25,0,7
1/28/10,,25,0,7.2
1/29/10,,28,0,7.1
1/30/10,,25,0.1,7.2
1/31/10,,23,0.3,7.2
2/1/10,,23,0,7.2
2/2/10,,26,0,7.4
2/3/10,,26,0.3,7.3
2/4/10,,26,0.1,7.3
2/5/10,,26,0.2,7.3
2/6/10,,26,0,7.1
2/7/10,,25,0,7.3
2/8/10,,21,0,7.2
2/9/10,,19,0,7.5
2/10/10,,21,0.1,7.5
2/11/10,,27,0.2,7.2
2/12/10,,29,0.6,7.4
2/13/10,,28,0,7.4
2/14/10,,31,0.1,7.3
2/15/10,,30,0,7.3
2/16/10,,28,0,7.3
2/17/10,,27,0,7.3
2/18/10,,23,0,7.5
2/19/10,,22,0.2,7.5
2/20/10,,17,0.2,7.3
2/21/10,,14,0,7.3
2/22/10,,20,0.1,7.4
2/23/10,,26,0.1,7.4
2/24/10,,26,0.5,7.3
2/25/10,,25,0,7.3
2/26/10,,28,0.1,7.4
2/27/10,,30,0.2,7.3
2/28/10,,31,0,7.4
3/1/10,,32,0,7.4
3/2/10,,33,0,7.4
3/3/10,,31,0.3,7.5
3/4/10,,30,0.9,7.5
3/5/10,,30,0,7.4
3/6/10,,31,0,7.3
3/7/10,,31,0,7.4
3/8/10,,30,0.2,7.4
3/9/10,,23,0,7.3
3/10/10,,19,0,7.5
3/11/10,,24,0,7.5
3/12/10,,30,0.4,7.5
3/13/10,,26,0.3,7.5
3/14/10,,29,0,7.5
3/15/10,,35,0,7.5
3/16/10,,39,0.1,7.4
3/17/10,,40,0,7.6
3/18/10,,31,0,7.6
3/19/10,,26,0,7.5
3/20/10,,31,0,7.6
3/21/10,,35,0.1,7.6
3/22/10,,26,0,7.5
3/23/10,,27,0,7.6
3/24/10,,32,0,7.5
3/25/10,,30,0.3,7.5
3/26/10,,24,0,7.6
3/27/10,,28,0.1,7.6
3/28/10,,35,0.2,7.4
3/29/10,,33,1.2,7.7
3/30/10,,26,0.8,7.7
3/31/10,,23,0.1,7.6
4/1/10,,22,0.1,7.6
4/2/10,,21,0.5,7.8
4/3/10,,20,0.1,7.8
4/4/10,,23,0,7.9
4/5/10,,26,0.3,7.7
4/6/10,,24,0.2,7.7
4/7/10,,29,0,7.8
4/8/10,,27,0,7.6
4/9/10,,23,0,7.8
4/10/10,,33,0.2,7.7
4/11/10,,42,0,7.6
4/12/10,,32,0.2,7.8
4/13/10,,30,0.3,7.7
4/14/10,,36,0.1,7.5
4/15/10,,45,0,7.7
4/16/10,,47,0,7.7
4/17/10,,44,0,7.7
4/18/10,,46,0,10.3
4/19/10,,51,0,12.4
4/20/10,,50,0.4,12.8
4/21/10,,38,0.2,14.5
4/22/10,,39,0,11.5
4/23/10,,37,0,10.8
4/24/10,,38,0,10.4
4/25/10,,34,0,10.2
4/26/10,,42,0.2,10.1
4/27/10,,36,0.7,9.9
4/28/10,,26,0.4,9.9
4/29/10,,25,0.3,10.2
4/30/10,,29,0.1,9.9
5/1/10,,29,0.1,9.8
5/2/10,,33,0.1,9.7
5/3/10,,34,0.2,9.8
5/4/10,,24,0,9.6
5/5/10,,27,0.2,9.5
5/6/10,,26,0.1,9.4
5/7/10,,33,0.2,9.4
5/8/10,,37,0,9.4
5/9/10,,39,0,9.5
5/10/10,,36,0,9.5
5/11/10,,36,0,9.4
5/12/10,,37,0,9.3
5/13/10,,41,0.1,9.4
5/14/10,,45,0,9.6
5/15/10,,48,0.1,9.6
5/16/10,,51,0.1,9.8
5/17/10,,52,0,10.1
5/18/10,,40,0.3,10.7
5/19/10,,44,0,11.3
5/20/10,,35,0.1,12.4
5/21/10,,34,0.1,12
5/22/10,,29,0.3,11.4
5/23/10,,31,0.2,11
5/24/10,,33,0,10.8
5/25/10,,40,0.4,10.6
5/26/10,,41,0.2,10.2
5/27/10,,38,0.7,13.3
5/28/10,,35,0.2,13.6
5/29/10,,37,0,12.4
5/30/10,,41,0.2,12.9
5/31/10,,42,0.1,15.3
6/1/10,,44,0.1,16.3
6/2/10,,43,1,17.3
6/3/10,,43,0.2,21.3
6/4/10,,42,2,17.1
6/5/10,,45,0.1,17.6
6/6/10,,45,0.7,17.5
6/7/10,,46,0,17.9
6/8/10,,48,0.1,17.4
6/9/10,,46,0,17.1
6/10/10,,38,0,16.5
6/11/10,,40,0.1,15.9
6/12/10,,48,0,16.8
6/13/10,,51,0,16.8
6/14/10,,54,0.1,16.5
6/15/10,,50,0.1,16.2
6/16/10,,38,0,14
6/17/10,,36,0,12.4
6/18/10,,48,0.2,11.3
6/19/10,,54,0,10.7
6/20/10,,46,0.2,10.2
6/21/10,,44,0,10.2
6/22/10,,50,0.1,10.2
6/23/10,,58,0.1,9.7
6/24/10,,61,0,9.5
6/25/10,,55,0,9.3
6/26/10,,54,0,9
6/27/10,,58,0,8.9
6/28/10,,65,0,8.8
6/29/10,,62,0.1,8.5
6/30/10,,58,0,8.3
7/1/10,,60,0,8.1
7/2/10,,50,0,8
7/3/10,,46,0,7.6
7/4/10,,51,0,7.5
7/5/10,,50,0,7.3
7/6/10,,51,0.1,7.3
7/7/10,,57,0.1,6.7
7/8/10,,62,0,6.7
7/9/10,,64,0.1,6.3
7/10/10,,64,0,6
7/11/10,,60,0,5.9
7/12/10,,61,0,5.9
7/13/10,,52,0,5.2
7/14/10,,54,0,4.9
7/15/10,,61,0.1,4.6
7/16/10,,68,0,4.2
7/17/10,,67,0,3.6
7/18/10,,65,0,3.3
7/19/10,,60,0,3
7/20/10,,61,0.1,2.3
7/21/10,,64,0,2.1
7/22/10,,60,0,2.1
7/23/10,,60,0,1.3
7/24/10,,64,0.1,1.4
7/25/10,,69,0,1.6
7/26/10,,60,0.1,1.2
7/27/10,,62,0,1.3
7/28/10,,63,0,1.2
7/29/10,,64,0.1,1.5
7/30/10,,68,0,1
7/31/10,,64,0,0.9
8/1/10,,61,0,1.1
8/2/10,,63,0,1
8/3/10,,64,0,0.7
8/4/10,,66,0,0.3
8/5/10,,67,0,0.8
8/6/10,,64,0,0.5
8/7/10,,61,0,0.6
8/8/10,,61,0,0.2
8/9/10,,56,0,0.3
8/10/10,,57,0,0.3
8/11/10,,50,0,0.2
8/12/10,,51,0,0.2
8/13/10,,56,0.1,0.3
8/14/10,,57,0,0.3
8/15/10,,63,0,0.2
8/16/10,,64,0,0
8/17/10,,65,0,0
8/18/10,,61,0,0
8/19/10,,60,0,0
8/20/10,,62,0,0
8/21/10,,61,0,0
8/22/10,,51,0,0
8/23/10,,49,0,0
8/24/10,,59,0.1,0
8/25/10,,66,0,0
8/26/10,,67,0,0
8/27/10,,56,0,0
8/28/10,,51,0,0
8/29/10,,40,0,0
8/30/10,,42,0,0
8/31/10,,43,0.1,0
9/1/10,,46,0,0
9/2/10,,52,0,0
9/3/10,,61,0,0
9/4/10,,60,0,0
9/5/10,,44,0,0
9/6/10,,42,0,0
9/7/10,,53,0.1,0
9/8/10,,47,0,0
9/9/10,,39,0,0
9/10/10,,41,0,0
9/11/10,,48,0.1,0
9/12/10,,56,0.1,0
9/13/10,,59,0,0
9/14/10,,55,0,0
9/15/10,,55,0,0
9/16/10,,56,0,0
9/17/10,,59,0,0
9/18/10,,58,0,0
9/19/10,,52,0,0
9/20/10,,43,0,0
9/21/10,,49,0,0
9/22/10,,50,0,0
9/23/10,,48,0,0
9/24/10,,52,0,0
9/25/10,,59,0.1,0
9/26/10,,61,0,0
9/27/10,,63,0,0
9/28/10,,62,0,0
9/29/10,,61,0,0
9/30/10,,62,0,0
10/1/10,,65,0,0
10/2/10,,65,0,0
10/3/10,,58,0,0
10/4/10,,46,0.7,0
10/5/10,,47,0,10.3
10/6/10,,49,0,8.8
10/7/10,,42,0,7.9
10/8/10,,40,0,7.5
10/9/10,,44,0,6.9
10/10/10,,50,0,6.6
10/11/10,,43,0,6.5
10/12/10,,42,0.2,6.4
10/13/10,,47,0,6.3
10/14/10,,51,0,6
10/15/10,,49,0,6
10/16/10,,47,0,5.9
10/17/10,,47,0,5.8
10/18/10,,45,0,5.7
10/19/10,,46,0,5.6
10/20/10,,48,0.1,5.5
10/21/10,,48,0,5.3
10/22/10,,45,0,5.2
10/23/10,,35,0.3,5.3
10/24/10,,33,2.6,5.1
10/25/10,,27,0.3,12.2
10/26/10,,25,0.4,10.7
10/27/10,,27,0,10.2
10/28/10,,33,0.1,9.8
10/29/10,,39,0,9.7
10/30/10,,38,0,9.4
10/31/10,,34,0.5,9.6
11/1/10,,38,0,9.5
11/2/10,,45,0.1,9.5
11/3/10,,48,0,9.8
11/4/10,,48,0,10.3
11/5/10,,48,0,10.3
11/6/10,,46,0,10.5
11/7/10,,37,0.8,11.6
11/8/10,,28,0,11.4
11/9/10,,22,0.2,11
11/10/10,,25,0,10.4
11/11/10,,24,0.1,10.1
11/12/10,,27,0,9.9
11/13/10,,25,0,9.6
11/14/10,,31,0.4,9.7
11/15/10,,34,0.2,9.3
11/16/10,,28,0.2,9.3
11/17/10,,29,0,9
11/18/10,,31,0,9.1
11/19/10,,24,0,8.9
11/20/10,,20,0.2,8.9
11/21/10,,18,0.4,8.9
11/22/10,,17,1.2,9
11/23/10,,8,1.2,8.6
11/24/10,,-4,0,8.7
11/25/10,,12,0.4,8.8
11/26/10,,21,0.1,8.5
11/27/10,,23,0.2,8.3
11/28/10,,17,0,8.5
11/29/10,,10,0,8.5
11/30/10,,20,0.4,8.2
12/1/10,,27,0.6,8.1
12/2/10,,30,0.8,8.1
12/3/10,,24,0,8.2
12/4/10,,29,0.2,8.3
12/5/10,,32,0,8.4
12/6/10,,31,0.8,8.1
12/7/10,,28,0,8.2
12/8/10,,31,0.2,8.2
12/9/10,,30,0.1,8.2
12/10/10,,26,0.5,8.3
12/11/10,,25,0.5,8.5
12/12/10,,38,0.1,8.5
12/13/10,,36,0.2,8.4
12/14/10,,28,0.7,8.4
12/15/10,,18,0,8.4
12/16/10,,14,0,8.5
12/17/10,,15,0,8.3
12/18/10,,23,0.7,8.4
12/19/10,,25,1.2,8.7
12/20/10,,21,0,8.6
12/21/10,,22,0,8.5
12/22/10,,26,0,8.5
12/23/10,,27,0,8.5
12/24/10,,28,0,8.5
12/25/10,,34,0,8.6
12/26/10,,26,0.6,8.7
12/27/10,,22,0.1,8.6
12/28/10,,23,1.1,8.5
12/29/10,,18,0.7,8.7
12/30/10,,5,0,8.6
12/31/10,,0,0,8.3
1/1/11,,10,0,8.6
1/2/11,,19,0,8.4
1/3/11,,18,0.1,8.5
1/4/11,,19,0,8.5
1/5/11,,26,0,8.3
1/6/11,,33,0,8.4
1/7/11,,34,0,8.5
1/8/11,,20,0,8.4
1/9/11,,11,0,8.6
1/10/11,,10,0,8.2
1/11/11,,11,0.1,8.4
1/12/11,,25,0.8,8.4
1/13/11,,30,0.5,8.4
1/14/11,,32,0.4,8.2
1/15/11,,33,0.3,8.3
1/16/11,,36,1.9,8.4
1/17/11,,32,0,17.6
1/18/11,,26,0,11
1/19/11,,18,0,10.3
1/20/11,,22,0.2,10
1/21/11,,30,0.3,9.5
1/22/11,,24,0,9.4
1/23/11,,28,0.1,9.1
1/24/11,,29,0.3,9.1
1/25/11,,28,0,9.1
1/26/11,,28,0,9.1
1/27/11,,36,0,9.1
1/28/11,,34,0,9.1
1/29/11,,31,0,8.9
1/30/11,,29,0,8.9
1/31/11,,15,0,8.8
2/1/11,,6,0,8.7
2/2/11,,20,0,8.8
2/3/11,,30,0,8.7
2/4/11,,32,0,8.7
2/5/11,,28,0.1,8.8
2/6/11,,25,0.1,8.6
2/7/11,,24,0,8.6
2/8/11,,19,0,8.8
2/9/11,,15,0,8.4
2/10/11,,20,0,8.5
2/11/11,,28,0.1,8.4
2/12/11,,34,0.1,8.4
2/13/11,,35,0,8.4
2/14/11,,34,0.1,8.5
2/15/11,,34,0,8.4
2/16/11,,24,0.3,8.1
2/17/11,,17,0.4,8.5
2/18/11,,21,0.6,8.4
2/19/11,,28,0.2,8.4
2/20/11,,19,0.1,8.3
2/21/11,,16,0,8.3
2/22/11,,17,0.5,8.3
2/23/11,,14,0,8.2
2/24/11,,13,0.4,8.3
2/25/11,,13,0,8.1
2/26/11,,11,0,8.1
2/27/11,,14,0,8.3
2/28/11,,20,0,8.3
3/1/11,,28,0,8.3
3/2/11,,29,0.6,8
3/3/11,,28,0,8.2
3/4/11,,26,0.2,8.1
3/5/11,,27,0.4,7.9
3/6/11,,27,0,8
3/7/11,,23,0.2,8.1
3/8/11,,22,0.2,8
3/9/11,,30,0.1,7.9
3/10/11,,33,0.4,7.9
3/11/11,,24,0,8.1
3/12/11,,27,0,7.9
3/13/11,,31,0.5,8
3/14/11,,30,0.7,7.9
3/15/11,,31,1.6,7.9
3/16/11,,27,1,7.9
3/17/11,,23,0,7.9
3/18/11,,30,0.1,7.9
3/19/11,,25,0.2,7.9
3/20/11,,28,0.2,8
3/21/11,,29,0.4,7.9
3/22/11,,25,0,8.1
3/23/11,,27,0,7.9
3/24/11,,29,0.3,7.9
3/25/11,,25,0.8,7.9
3/26/11,,26,1,7.9
3/27/11,,25,0.3,8.1
3/28/11,,23,0,7.9
3/29/11,,26,0.1,8.1
3/30/11,,34,0.7,8.1
3/31/11,,40,0,8.1
4/1/11,,43,0,8
4/2/11,,32,0,8.1
4/3/11,,23,0,8.1
4/4/11,,31,0,8
4/5/11,,30,0.7,8
4/6/11,,26,0.7,8.1
4/7/11,,25,0,8.1
4/8/11,,26,0.7,8.2
4/9/11,,26,0.2,8.2
4/10/11,,31,0.1,8.3
4/11/11,,33,0.4,8.4
4/12/11,,33,0.2,8.4
4/13/11,,31,0.9,8.4
4/14/11,,26,0.1,8.6
4/15/11,,31,0.4,8.5
4/16/11,,37,0,8.5
4/17/11,,36,0,8.5
4/18/11,,30,0,16
4/19/11,,24,0,14.8
4/20/11,,28,0.4,13.7
4/21/11,,27,0.9,12.4
4/22/11,,24,0,11.6
4/23/11,,30,0.1,11.1
4/24/11,,34,0.2,10.7
4/25/11,,30,0.8,10.6
4/26/11,,25,0.3,10.6
4/27/11,,33,0,10.5
4/28/11,,30,0.1,10.3
4/29/11,,22,0.1,10.1
4/30/11,,29,0,10.6
5/1/11,,33,0,10.2
5/2/11,,37,0.1,10.2
5/3/11,,31,0,10
5/4/11,,36,0.1,10.2
5/5/11,,44,0,10.4
5/6/11,,40,0.3,11.2
5/7/11,,40,0.5,12.8
5/8/11,,35,0.2,16.5
5/9/11,,36,0.1,14.2
5/10/11,,42,0,13.7
5/11/11,,45,0,15.2
5/12/11,,49,0,17.1
5/13/11,,53,0,17.1
5/14/11,,50,0.1,17.4
5/15/11,,40,0.7,17.2
5/16/11,,29,0.1,16.7
5/17/11,,33,0.3,13.9
5/18/11,,36,0,12.7
5/19/11,,46,0.1,12.2
5/20/11,,46,0,14.8
5/21/11,,46,0,17.1
5/22/11,,43,0,16.4
5/23/11,,41,0,17.1
5/24/11,,38,0,15.8
5/25/11,,41,0.7,17.5
5/26/11,,32,0.4,19.6
5/27/11,,33,0.2,14.3
5/28/11,,33,0.1,12.8
5/29/11,,33,0.2,12.1
5/30/11,,36,0.1,11.6
5/31/11,,44,0.2,11.9
6/1/11,,44,0.2,13.6
6/2/11,,34,0.4,16.9
6/3/11,,39,0,14.4
6/4/11,,50,0.2,13.3
6/5/11,,56,0.1,17.2
6/6/11,,50,0,17.9
6/7/11,,42,0.1,18.1
6/8/11,,43,0.2,17.8
6/9/11,,39,0,18.1
6/10/11,,44,0.1,18.5
6/11/11,,45,0,18.3
6/12/11,,46,0,18.6
6/13/11,,45,0.1,18.6
6/14/11,,49,0,18.6
6/15/11,,46,0,18.8
6/16/11,,39,0,18.6
6/17/11,,46,0.1,18.2
6/18/11,,43,0.2,18.8
6/19/11,,44,0,18.2
6/20/11,,49,0.1,18.7
6/21/11,,56,0.1,18.7
6/22/11,,59,0.2,18.6
6/23/11,,56,0,20.7
6/24/11,,51,0,18.1
6/25/11,,50,0,17.8
6/26/11,,50,0,17.4
6/27/11,,58,0,17.5
6/28/11,,63,0,17.6
6/29/11,,54,0,16.9
6/30/11,,50,0,15.2
7/1/11,,54,0,12.5
7/2/11,,61,0.1,11.5
7/3/11,,65,0,10.5
7/4/11,,66,0,10.2
7/5/11,,65,0,10
7/6/11,,65,0,9.5
7/7/11,,59,0.1,9.5
7/8/11,,56,0,8.9
7/9/11,,57,0,9
7/10/11,,62,0,8.9
7/11/11,,63,0,8.9
7/12/11,,64,0.1,8.5
7/13/11,,59,0,8.6
7/14/11,,53,0.1,8.5
7/15/11,,57,0.1,8.4
7/16/11,,61,0,8.3
7/17/11,,65,0,7.8
7/18/11,,68,0,8.1
7/19/11,,59,0,8
7/20/11,,54,0,7.9
7/21/11,,58,0,7.7
7/22/11,,56,0,7.6
7/23/11,,59,0.1,7.6
7/24/11,,68,0,7.4
7/25/11,,67,0,7.3
7/26/11,,58,0,7.3
7/27/11,,56,0,7
7/28/11,,60,0,6.6
7/29/11,,64,0.1,6.7
7/30/11,,66,0,6.5
7/31/11,,63,0,6.2
8/1/11,,62,0,6.1
8/2/11,,60,0.1,6.1
8/3/11,,64,0,6.2
8/4/11,,61,0.1,6
8/5/11,,59,0,5.9
8/6/11,,62,0.2,5.6
8/7/11,,60,0,5.6
8/8/11,,62,0,5.7
8/9/11,,59,0.1,5.5
8/10/11,,60,0,5.5
8/11/11,,58,0,5.3
8/12/11,,59,0,5.3
8/13/11,,64,0,5.4
8/14/11,,63,0,4.9
8/15/11,,55,0,4.8
8/16/11,,57,0,4.6
8/17/11,,63,0,4.4
8/18/11,,61,0,4.4
8/19/11,,62,0.1,3.7
8/20/11,,65,0,3.6
8/21/11,,68,0,3.3
8/22/11,,67,0,3.2
8/23/11,,65,0,3
8/24/11,,69,0,2.7
8/25/11,,68,0,2.6
8/26/11,,70,0,2.2
8/27/11,,66,0,2
8/28/11,,65,0,2
8/29/11,,62,0,1.6
8/30/11,,62,0,1.4
8/31/11,,55,0,1.2
9/1/11,,50,0,1.1
9/2/11,,53,0,0.9
9/3/11,,54,0.1,0.9
9/4/11,,60,0,0.6
9/5/11,,62,0,0.6
9/6/11,,61,0,0.7
9/7/11,,62,0,0.5
9/8/11,,58,0,0.3
9/9/11,,60,0,0.1
9/10/11,,60,0,0.5
9/11/11,,58,0,0.4
9/12/11,,54,0,0.3
9/13/11,,56,0,0.1
9/14/11,,58,0,0.2
9/15/11,,54,0,0.1
9/16/11,,47,0,0.1
9/17/11,,45,0,0.2
9/18/11,,50,0,0.2
9/19/11,,53,0,0.2
9/20/11,,52,0,0
9/21/11,,56,0,0.2
9/22/11,,58,0.1,0
9/23/11,,62,0,0
9/24/11,,63,0,0.2
9/25/11,,56,0,0
9/26/11,,51,0,0
9/27/11,,57,0,0.2
9/28/11,,57,0,0
9/29/11,,60,0,0
9/30/11,,63,0,0
10/1/11,,57,0,0
10/2/11,,54,0,0
10/3/11,,55,0,0
10/4/11,,44,0,0
10/5/11,,35,2.4,0
10/6/11,,30,0.4,11.7
10/7/11,,33,0,10.3
10/8/11,,36,0,10.1
10/9/11,,39,0,11.5
10/10/11,,37,0.6,11.7
10/11/11,,38,0.5,15
10/12/11,,39,0,13.2
10/13/11,,45,0.1,11.4
10/14/11,,50,0,11.9
10/15/11,,49,0,12.1
10/16/11,,40,1,10.8
10/17/11,,38,0,13.7
10/18/11,,42,0.1,10.9
10/19/11,,43,0,10.2
10/20/11,,44,0,9.7
10/21/11,,43,0,9.3
10/22/11,,42,0,9.2
10/23/11,,45,0,9.1
10/24/11,,38,0,8.8
10/25/11,,28,0,8.7
10/26/11,,28,0,8.3
10/27/11,,32,0,8.1
10/28/11,,37,0,7.8
10/29/11,,38,0,7.5
10/30/11,,42,0,7.7
10/31/11,,36,0,7.6
11/1/11,,24,0,8
11/2/11,,26,0.2,8
11/3/11,,31,0.1,7.3
11/4/11,,27,0,6.7
11/5/11,,18,0,6.1
11/6/11,,20,0.2,6.5
11/7/11,,21,0,6.2
11/8/11,,23,0,6.5
11/9/11,,28,0,6.5
11/10/11,,33,0.1,6.2
11/11/11,,33,0.4,6
11/12/11,,22,0.6,6.1
11/13/11,,27,0.2,6.4
11/14/11,,27,0,6.5
11/15/11,,22,0,6.5
11/16/11,,22,0.1,6.6
11/17/11,,30,1.2,6.8
11/18/11,,21,0.5,6.8
11/19/11,,14,0,6.8
11/20/11,,21,0.1,7
11/21/11,,26,0.1,6.8
11/22/11,,29,0.9,6.9
11/23/11,,34,0,6.8
11/24/11,,33,0.2,6.9
11/25/11,,23,0,6.8
11/26/11,,27,0.3,6.9
11/27/11,,36,0,6.9
11/28/11,,34,0,6.9
11/29/11,,32,0,6.9
11/30/11,,26,0,6.9
12/1/11,,24,0,6.9
12/2/11,,21,0,6.9
12/3/11,,17,0,6.9
12/4/11,,19,0,6.9
12/5/11,,13,0,7.1
12/6/11,,24,0.1,7
12/7/11,,28,0,6.6
12/8/11,,26,0,6.7
12/9/11,,29,0,6.8
12/10/11,,29,0,6.7
12/11/11,,27,0,6.7
12/12/11,,26,0,6.5
12/13/11,,25,0,6.7
12/14/11,,25,0,6.6
12/15/11,,23,0,6.4
12/16/11,,26,0,6.5
12/17/11,,34,0,6.6
12/18/11,,32,0,6.5
12/19/11,,27,0,6.4
12/20/11,,30,0,6.5
12/21/11,,18,0,6.6
12/22/11,,20,0,6.4
12/23/11,,27,0,6.3
12/24/11,,30,0.1,6.3
12/25/11,,30,0,6.2
12/26/11,,27,0,6.1
12/27/11,,28,0.2,6.2
12/28/11,,34,1.6,6.3
12/29/11,,30,0.7,6.2
12/30/11,,30,1.8,6.8
12/31/11,,16,0,6.8
1/1/12,,32,0,6.7
1/2/12,,36,0,6.6
1/3/12,,34,0,6.8
1/4/12,,38,0,6.8
1/5/12,,34,0,6.8
1/6/12,,25,0,7
1/7/12,,20,0,7
1/8/12,,30,0,6.9
1/9/12,,33,0,6.7
1/10/12,,26,0,6.9
1/11/12,,19,0,6.9
1/12/12,,27,0,7.1
1/13/12,,31,0,7.1
1/14/12,,31,0,7
1/15/12,,20,0,6.8
1/16/12,,8,0,6.9
1/17/12,,9,0,6.8
1/18/12,,22,2,6.7
1/19/12,,29,2.7,7
1/20/12,,30,1.3,7
1/21/12,,28,1.2,6.8
1/22/12,,18,0.3,6.9
1/23/12,,23,0,6.8
1/24/12,,20,0.2,6.7
1/25/12,,31,0.5,6.8
1/26/12,,27,0.4,6.8
1/27/12,,17,0,6.7
1/28/12,,24,0,6.8
1/29/12,,31,0.2,6.8
1/30/12,,26,0,6.7
1/31/12,,25,0,6.5
2/1/12,,25,0.2,6.9
2/2/12,,22,0,6.9
2/3/12,,23,0,6.7
2/4/12,,26,0,6.9
2/5/12,,27,0,7
2/6/12,,25,0,6.8
2/7/12,,24,0,6.8
2/8/12,,27,0.2,6.8
2/9/12,,31,0,6.8
2/10/12,,35,0,6.8
2/11/12,,31,0.2,6.8
2/12/12,,29,0,6.9
2/13/12,,25,0,6.8
2/14/12,,22,0,6.6
2/15/12,,22,0,6.8
2/16/12,,24,0,6.8
2/17/12,,28,0.1,6.9
2/18/12,,22,0.2,6.8
2/19/12,,16,0,6.6
2/20/12,,20,0.3,6.9
2/21/12,,31,0.7,6.8
2/22/12,,29,1.3,6.8
2/23/12,,19,0,6.8
2/24/12,,25,0,6.8
2/25/12,,18,1.1,6.8
2/26/12,,15,0,6.8
2/27/12,,18,0,6.8
2/28/12,,19,0.1,6.8
2/29/12,,19,1.3,6.6
3/1/12,,16,0.4,6.8
3/2/12,,16,0,6.8
3/3/12,,28,0.3,6.6
3/4/12,,34,0,6.8
3/5/12,,35,0,6.8
3/6/12,,18,0.1,6.8
3/7/12,,20,0.1,6.7
3/8/12,,34,0,6.6
3/9/12,,37,0.1,6.8
3/10/12,,37,0,6.8
3/11/12,,30,0.1,6.8
3/12/12,,30,0.2,6.8
3/13/12,,31,0.8,6.8
3/14/12,,32,1.5,6.8
3/15/12,,35,1,6.8
3/16/12,,34,1.6,6.8
3/17/12,,29,0.9,6.8
3/18/12,,26,0.3,6.8
3/19/12,,18,0,6.8
3/20/12,,23,0.7,6.8
3/21/12,,36,0,6.8
3/22/12,,42,0,6.8
3/23/12,,36,0,6.6
3/24/12,,44,0,6.8
3/25/12,,43,0.1,6.8
3/26/12,,31,0.2,7.3
3/27/12,,33,0.1,10.4
3/28/12,,31,0.6,11.2
3/29/12,,30,0.6,10.7
3/30/12,,35,1.1,10.2
3/31/12,,41,0.4,10
4/1/12,,24,0.1,19.6
4/2/12,,28,0,16.1
4/3/12,,36,0,13.8
4/4/12,,31,0,12.6
4/5/12,,24,0,11.8
4/6/12,,21,0,11.3
4/7/12,,29,0.2,10.8
4/8/12,,44,0.1,10.5
4/9/12,,48,0,10.3
4/10/12,,53,0,10.7
4/11/12,,43,0.3,20
4/12/12,,33,0,15.9
4/13/12,,33,0.1,14.4
4/14/12,,36,0,12.8
4/15/12,,33,0,12.1
4/16/12,,34,0.4,11.7
4/17/12,,38,0.4,11.6
4/18/12,,36,0,11.5
4/19/12,,38,0.2,11.5
4/20/12,,46,0,11.8
4/21/12,,52,0,20.6
4/22/12,,56,0,21
4/23/12,,55,0,20.9
4/24/12,,50,0.1,20.1
4/25/12,,49,0.5,20.4
4/26/12,,37,1.5,24.6
4/27/12,,27,0.3,18.1
4/28/12,,32,0.1,14.1
4/29/12,,39,0.1,12.6
4/30/12,,38,0.5,12.2
5/1/12,,37,0,18.9
5/2/12,,36,0,15.4
5/3/12,,35,0.8,14.6
5/4/12,,35,0,13.9
5/5/12,,29,0,12.6
5/6/12,,36,0.2,11.9
5/7/12,,44,0.1,11.3
5/8/12,,50,0.1,15
5/9/12,,53,0,20.5
5/10/12,,40,0,20.1
