Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
4/14/83,,,0.2,0.2,
4/15/83,,,0.1,-0.1,
4/16/83,,,0,-0.1,
4/17/83,,,0,0,
4/18/83,,,0,0,
4/19/83,,,0.1,0.1,
4/20/83,,,0,-0.1,
4/21/83,,,0,0,
4/22/83,,,0.2,0.2,
4/23/83,,,0.6,0.4,
4/24/83,,,0,-0.6,
4/25/83,,,0.2,0.2,
4/26/83,,,0.1,-0.1,
4/27/83,,,0,-0.1,
4/28/83,,,0,0,
4/29/83,,,0.3,0.3,
4/30/83,,,0.1,-0.2,
5/1/83,,,0.4,0.3,
5/2/83,,,0,-0.4,
5/3/83,,,0.2,0.2,
5/4/83,,,0.3,0.1,
5/5/83,,,0.7,0.4,
5/6/83,,,0.2,-0.5,
5/7/83,,,0.1,-0.1,
5/8/83,,,0,-0.1,
5/9/83,,,0.2,0.2,
5/10/83,,,0,-0.2,
5/11/83,,,0.3,0.3,
5/12/83,,,0,-0.3,
5/13/83,,,0,0,
5/14/83,,,0,0,
5/15/83,,,0.2,0.2,
5/16/83,,,0,-0.2,
5/17/83,,,0,0,
5/18/83,,,0.1,0.1,
5/19/83,,,0,-0.1,
5/20/83,,,0.1,0.1,
5/21/83,,,0,-0.1,
5/22/83,,,0,0,
5/23/83,,,0,0,
5/24/83,,,0,0,
5/25/83,,,0,0,
5/26/83,,,0,0,
5/27/83,,,0,0,
5/28/83,,,0,0,
5/29/83,,,0,0,
5/30/83,,,0,0,
5/31/83,,,0,0,
6/1/83,,,0,0,
6/2/83,,,0.2,0.2,
6/3/83,,,0.3,0.1,
6/4/83,,,0,-0.3,
6/5/83,,,0,0,
6/6/83,,,0,0,
6/7/83,,,0,0,
6/8/83,,,0,0,
6/9/83,,,0,0,
6/10/83,,,0.1,0.1,
6/11/83,,,0.3,0.2,
6/12/83,,,0.2,-0.1,
6/13/83,,,0,-0.2,
6/14/83,,,0,0,
6/15/83,,,0,0,
6/16/83,,,0,0,
6/17/83,,,0,0,
6/18/83,,,0,0,
6/19/83,,,0,0,
6/20/83,,,0,0,
6/21/83,,,0,0,
6/22/83,,,0,0,
6/23/83,,,0,0,
6/24/83,,,0,0,
6/25/83,,,0,0,
6/26/83,,,0.2,0.2,
6/27/83,,,0,-0.2,
6/28/83,,,0,0,
6/29/83,,,0,0,
6/30/83,,,0,0,
7/1/83,,,1.9,1.9,
7/2/83,,,0.1,-1.8,
7/3/83,,,0,-0.1,
7/4/83,,,0,0,
7/5/83,,,0,0,
7/6/83,,,0.1,0.1,
7/7/83,,,0,-0.1,
7/8/83,,,0,0,
7/9/83,,,0.6,0.6,
7/10/83,,,0,-0.6,
7/11/83,,,0,0,
7/12/83,,,0,0,
7/13/83,,,0,0,
7/14/83,,,0,0,
7/15/83,,,0,0,
7/16/83,,,0,0,
7/17/83,,,0,0,
7/18/83,,,0,0,
7/19/83,,,0,0,
7/20/83,,,0,0,
7/21/83,,,0,0,
7/22/83,,,0.4,0.4,
7/23/83,,,0,-0.4,
7/24/83,,,0.2,0.2,
7/25/83,,,0,-0.2,
7/26/83,,,0,0,
7/27/83,,,0,0,
7/28/83,,,0,0,
7/29/83,,,0,0,
7/30/83,,,0,0,
7/31/83,,,0,0,
8/1/83,,,0,0,
8/2/83,,,0,0,
8/3/83,,,0,0,
8/4/83,,,0,0,
8/5/83,,,0,0,
8/6/83,,,0,0,
8/7/83,,,0,0,
8/8/83,,,0,0,
8/9/83,,,0.7,0.7,
8/10/83,,,0.5,-0.2,
8/11/83,,,0,-0.5,
8/12/83,,,0,0,
8/13/83,,,0,0,
8/14/83,,,0,0,
8/15/83,,,0.5,0.5,
8/16/83,,,0,-0.5,
8/17/83,,,0,0,
8/18/83,,,0,0,
8/19/83,,,0.1,0.1,
8/20/83,,,0.4,0.3,
8/21/83,,,0,-0.4,
8/22/83,,,0,0,
8/23/83,,,0.3,0.3,
8/24/83,,,0,-0.3,
8/25/83,,,0,0,
8/26/83,,,0,0,
8/27/83,,,0,0,
8/28/83,,,0.1,0.1,
8/29/83,,,0,-0.1,
8/30/83,,,0,0,
8/31/83,,,0,0,
9/1/83,,,0.1,0.1,
9/2/83,,,0,-0.1,
9/3/83,,,0,0,
9/4/83,,,0,0,
9/5/83,,,0,0,
9/6/83,,,0,0,
9/7/83,,,0.4,0.4,
9/8/83,,,0,-0.4,
9/9/83,,,0,0,
9/10/83,,,0,0,
9/11/83,,,0,0,
9/12/83,,,0,0,
9/13/83,,,0,0,
9/14/83,,,0,0,
9/15/83,,,0,0,
9/16/83,,,0,0,
9/17/83,,,0,0,
9/18/83,,,0,0,
9/19/83,,,0,0,
9/20/83,,,0,0,
9/21/83,,,0,0,
9/22/83,,,0,0,
9/23/83,,,0,0,
9/24/83,,,0,0,
9/25/83,,,0.2,0.2,
9/26/83,,,0,-0.2,
9/27/83,,,0,0,
9/28/83,,,0,0,
9/29/83,,,0.5,0.5,
9/30/83,,,0,-0.5,
10/1/83,,,1.3,1.3,
10/2/83,,,0,-1.3,
10/3/83,,,0,0,
10/4/83,,,0,0,
10/5/83,,,0,0,
10/6/83,,,0,0,
10/7/83,,,0.2,0.2,
10/8/83,,,0.9,0.7,
10/9/83,,,0.3,-0.6,
10/10/83,,,0,-0.3,
10/11/83,,,0,0,
10/12/83,,,0,0,
10/13/83,,,0,0,
10/14/83,,,0.2,0.2,
10/15/83,,,0,-0.2,
10/16/83,,,0,0,
10/17/83,,,0,0,
10/18/83,,,0,0,
10/19/83,,,0,0,
10/20/83,,,0,0,
10/21/83,,,0,0,
10/22/83,,,0,0,
10/23/83,,,0,0,
10/24/83,,,0,0,
10/25/83,,,0,0,
10/26/83,,,0,0,
10/27/83,,,0,0,
10/28/83,,,0,0,
10/29/83,,,0.1,0.1,
10/30/83,,,0.5,0.4,
10/31/83,,,0.1,-0.4,
11/1/83,,,0.8,0.7,
11/2/83,,,0,-0.8,
11/3/83,,,0,0,
11/4/83,,,0.1,0.1,
11/5/83,,,0.2,0.1,
11/6/83,,,1.1,0.9,
11/7/83,,,0,-1.1,
11/8/83,,,0.3,0.3,
11/9/83,,,0.2,-0.1,
11/10/83,,,1,0.8,
11/11/83,,,0.4,-0.6,
11/12/83,,,1.2,0.8,
11/13/83,,,0.4,-0.8,
11/14/83,,,0,-0.4,
11/15/83,,,0.2,0.2,
11/16/83,,,1.1,0.9,
11/17/83,,,0.5,-0.6,
11/18/83,,,0.1,-0.4,
11/19/83,,,1,0.9,
11/20/83,,,0.1,-0.9,
11/21/83,,,0.2,0.1,
11/22/83,,,0.2,0,
11/23/83,,,0.3,0.1,
11/24/83,,,1.8,1.5,
11/25/83,,,0,-1.8,
11/26/83,,,0,0,
11/27/83,,,0,0,
11/28/83,,,0.3,0.3,
11/29/83,,,0,-0.3,
11/30/83,,,0.4,0.4,
12/1/83,,,0,-0.4,
12/2/83,,,0.1,0.1,
12/3/83,,,0.3,0.2,
12/4/83,,,0.4,0.1,
12/5/83,,,0.4,0,
12/6/83,,,1.7,1.3,
12/7/83,,,0.6,-1.1,
12/8/83,,,0.3,-0.3,
12/9/83,,,1.5,1.2,
12/10/83,,,0.3,-1.2,
12/11/83,,,1.4,1.1,
12/12/83,,,0.5,-0.9,
12/13/83,,,0.4,-0.1,
12/14/83,,,0.5,0.1,
12/15/83,,,0.1,-0.4,
12/16/83,,,0,-0.1,
12/17/83,,,0.2,0.2,
12/18/83,,,0.3,0.1,
12/19/83,,,0,-0.3,
12/20/83,,,0,0,
12/21/83,,,0.2,0.2,
12/22/83,,,0,-0.2,
12/23/83,,,0.2,0.2,
12/24/83,,,0.3,0.1,
12/25/83,,,0.5,0.2,
12/26/83,,,0.4,-0.1,
12/27/83,,,0.2,-0.2,
12/28/83,,,0,-0.2,
12/29/83,,,1.2,1.2,
12/30/83,,,0.6,-0.6,
12/31/83,,,0.2,-0.4,
1/1/84,,,0.1,-0.1,
1/2/84,,,0,-0.1,
1/3/84,,,0.3,0.3,
1/4/84,,,0,-0.3,
1/5/84,,,0.4,0.4,
1/6/84,,,0.1,-0.3,
1/7/84,,,0,-0.1,
1/8/84,,,0,0,
1/9/84,,,0.2,0.2,
1/10/84,,,0.2,0,
1/11/84,,,0.2,0,
1/12/84,,,0.1,-0.1,
1/13/84,,,0,-0.1,
1/14/84,,,0,0,
1/15/84,,,0.1,0.1,
1/16/84,,,0,-0.1,
1/17/84,,,0.1,0.1,
1/18/84,,,0,-0.1,
1/19/84,,,0,0,
1/20/84,,,0,0,
1/21/84,,,0.1,0.1,
1/22/84,,,0.3,0.2,
1/23/84,,,0.7,0.4,
1/24/84,,,0.3,-0.4,
1/25/84,,,0.3,0,
1/26/84,,,0,-0.3,
1/27/84,,,0,0,
1/28/84,,,0,0,
1/29/84,,,0.2,0.2,
1/30/84,,,0.1,-0.1,
1/31/84,,,0,-0.1,
2/1/84,,,0,0,
2/2/84,,,0,0,
2/3/84,,,0,0,
2/4/84,,,0,0,
2/5/84,,,0,0,
2/6/84,,,0,0,
2/7/84,,,0,0,
2/8/84,,,0,0,
2/9/84,,,0.2,0.2,
2/10/84,,,0.2,0,
2/11/84,,,0,-0.2,
2/12/84,,,0.7,0.7,
2/13/84,,,1.3,0.6,
2/14/84,,,0.3,-1,
2/15/84,,,0.3,0,
2/16/84,,,0.3,0,
2/17/84,,,0,-0.3,
2/18/84,,,0,0,
2/19/84,,,0.1,0.1,
2/20/84,,,0.4,0.3,
2/21/84,,,0.7,0.3,
2/22/84,,,0,-0.7,
2/23/84,,,0.1,0.1,
2/24/84,,,0.2,0.1,
2/25/84,,,0.2,0,
2/26/84,,,0,-0.2,
2/27/84,,,0.3,0.3,
2/28/84,,,0,-0.3,
2/29/84,,,0,0,
3/1/84,,,0.2,0.2,
3/2/84,,,0.1,-0.1,
3/3/84,,,0,-0.1,
3/4/84,,,0,0,
3/5/84,,,0,0,
3/6/84,,,0,0,
3/7/84,,,0,0,
3/8/84,,,0,0,
3/9/84,,,0.1,0.1,
3/10/84,,,0.2,0.1,
3/11/84,,,0.2,0,
3/12/84,,,0.1,-0.1,
3/13/84,,,1.3,1.2,
3/14/84,,,0.5,-0.8,
3/15/84,,,0.7,0.2,
3/16/84,,,1.1,0.4,
3/17/84,,,0.9,-0.2,
3/18/84,,,0,-0.9,
3/19/84,,,0,0,
3/20/84,,,0.9,0.9,
3/21/84,,,0,-0.9,
3/22/84,,,0,0,
3/23/84,,,0.1,0.1,
3/24/84,,,0.3,0.2,
3/25/84,,,0,-0.3,
3/26/84,,,0,0,
3/27/84,,,0,0,
3/28/84,,,0,0,
3/29/84,,,0.2,0.2,
3/30/84,,,0,-0.2,
3/31/84,,,0,0,
4/1/84,,,0,0,
4/2/84,,,0,0,
4/3/84,,,0.2,0.2,
4/4/84,,,0,-0.2,
4/5/84,,,0.1,0.1,
4/6/84,,,0,-0.1,
4/7/84,,,1,1,
4/8/84,,,1.1,0.1,
4/9/84,,,0.5,-0.6,
4/10/84,,,0.5,0,
4/11/84,,,1,0.5,
4/12/84,,,0,-1,
4/13/84,,,0,0,
4/14/84,,,0,0,
4/15/84,,,0,0,
4/16/84,,,0,0,
4/17/84,,,0,0,
4/18/84,,,0,0,
4/19/84,,,0.4,0.4,
4/20/84,,,0,-0.4,
4/21/84,,,0.2,0.2,
4/22/84,,,0,-0.2,
4/23/84,,,0.1,0.1,
4/24/84,,,0.2,0.1,
4/25/84,,,0,-0.2,
4/26/84,,,0,0,
4/27/84,,,0.2,0.2,
4/28/84,,,0,-0.2,
4/29/84,,,0,0,
4/30/84,,,0.6,0.6,
5/1/84,,,0.8,0.2,
5/2/84,,,0.4,-0.4,
5/3/84,,,0.6,0.2,
5/4/84,,,0,-0.6,
5/5/84,,,0.5,0.5,
5/6/84,,,0,-0.5,
5/7/84,,,0,0,
5/8/84,,,0,0,
5/9/84,,,0,0,
5/10/84,,,0,0,
5/11/84,,,0.5,0.5,
5/12/84,,,0,-0.5,
5/13/84,,,0.1,0.1,
5/14/84,,,0.2,0.1,
5/15/84,,,0.3,0.1,
5/16/84,,,0.2,-0.1,
5/17/84,,,0,-0.2,
5/18/84,,,0,0,
5/19/84,,,0,0,
5/20/84,,,0,0,
5/21/84,,,0,0,
5/22/84,,,0,0,
5/23/84,,,0,0,
5/24/84,,,0.1,0.1,
5/25/84,,,0,-0.1,
5/26/84,,,0,0,
5/27/84,,,0,0,
5/28/84,,,0,0,
5/29/84,,,0.1,0.1,
5/30/84,,,0,-0.1,
5/31/84,,,0,0,
6/1/84,,,0,0,
6/2/84,,,0,0,
6/3/84,,,0,0,
6/4/84,,,0.3,0.3,
6/5/84,,,0.4,0.1,
6/6/84,,,0.5,0.1,
6/7/84,,,0.8,0.3,
6/8/84,,,0,-0.8,
6/9/84,,,0,0,
6/10/84,,,0,0,
6/11/84,,,0,0,
6/12/84,,,0,0,
6/13/84,,,0.3,0.3,
6/14/84,,,0,-0.3,
6/15/84,,,0,0,
6/16/84,,,0,0,
6/17/84,,,0,0,
6/18/84,,,0.3,0.3,
6/19/84,,,0.1,-0.2,
6/20/84,,,0.3,0.2,
6/21/84,,,0,-0.3,
6/22/84,,,0.2,0.2,
6/23/84,,,0,-0.2,
6/24/84,,,0.1,0.1,
6/25/84,,,0,-0.1,
6/26/84,,,0,0,
6/27/84,,,0,0,
6/28/84,,,0,0,
6/29/84,,,0,0,
6/30/84,,,0,0,
7/1/84,,,0,0,
7/2/84,,,0,0,
7/3/84,,,0,0,
7/4/84,,,0,0,
7/5/84,,,0,0,
7/6/84,,,0,0,
7/7/84,,,0,0,
7/8/84,,,0,0,
7/9/84,,,0,0,
7/10/84,,,0,0,
7/11/84,,,0,0,
7/12/84,,,0,0,
7/13/84,,,0,0,
7/14/84,,,0,0,
7/15/84,,,0,0,
7/16/84,,,0,0,
7/17/84,,,0,0,
7/18/84,,,0,0,
7/19/84,,,0,0,
7/20/84,,,0,0,
7/21/84,,,0,0,
7/22/84,,,0.1,0.1,
7/23/84,,,0.1,0,
7/24/84,,,0,-0.1,
7/25/84,,,0.3,0.3,
7/26/84,,,0.2,-0.1,
7/27/84,,,0.1,-0.1,
7/28/84,,,0,-0.1,
7/29/84,,,0,0,
7/30/84,,,0,0,
7/31/84,,,0,0,
8/1/84,,,0,0,
8/2/84,,,0.1,0.1,
8/3/84,,,0.1,0,
8/4/84,,,0,-0.1,
8/5/84,,,0,0,
8/6/84,,,0,0,
8/7/84,,,0,0,
8/8/84,,,0.2,0.2,
8/9/84,,,0,-0.2,
8/10/84,,,0,0,
8/11/84,,,0,0,
8/12/84,,,0,0,
8/13/84,,,0,0,
8/14/84,,,0,0,
8/15/84,,,0,0,
8/16/84,,,0.1,0.1,
8/17/84,,,0.5,0.4,
8/18/84,,,0,-0.5,
8/19/84,,,0,0,
8/20/84,,,0,0,
8/21/84,,,0,0,
8/22/84,,,0.1,0.1,
8/23/84,,,0.1,0,
8/24/84,,,0.2,0.1,
8/25/84,,,0,-0.2,
8/26/84,,,0.1,0.1,
8/27/84,,,0,-0.1,
8/28/84,,,0,0,
8/29/84,,,0,0,
8/30/84,,,0.7,0.7,
8/31/84,,,0.2,-0.5,
9/1/84,,,0,-0.2,
9/2/84,,,0,0,
9/3/84,,,0.1,0.1,
9/4/84,,,0,-0.1,
9/5/84,,,0.5,0.5,
9/6/84,,,0.2,-0.3,
9/7/84,,,0,-0.2,
9/8/84,,,0,0,
9/9/84,,,0.2,0.2,
9/10/84,,,0,-0.2,
9/11/84,,,0,0,
9/12/84,,,0,0,
9/13/84,,,0,0,
9/14/84,,,0,0,
9/15/84,,,0,0,
9/16/84,,,0,0,
9/17/84,,,0,0,
9/18/84,,,0,0,
9/19/84,,,0,0,
9/20/84,,,0.7,0.7,
9/21/84,,,0,-0.7,
9/22/84,,,0,0,
9/23/84,,,0,0,
9/24/84,,,0,0,
9/25/84,,,0,0,
9/26/84,,,0,0,
9/27/84,,,0,0,
9/28/84,,,0,0,
9/29/84,,,0,0,
9/30/84,,,0,0,
10/1/84,,,0,0,
10/2/84,,,0,0,
10/3/84,,,0,0,
10/4/84,,,0,0,
10/5/84,,,0,0,
10/6/84,,,0,0,
10/7/84,,,0,0,
10/8/84,,,0,0,
10/9/84,,,0,0,
10/10/84,,,0,0,
10/11/84,,,1,1,
10/12/84,,,0.7,-0.3,
10/13/84,,,0.2,-0.5,
10/14/84,,,0.3,0.1,
10/15/84,,,0,-0.3,
10/16/84,,,0.2,0.2,
10/17/84,,,0,-0.2,
10/18/84,,,0.1,0.1,
10/19/84,,,0,-0.1,
10/20/84,,,0,0,
10/21/84,,,0,0,
10/22/84,,,0,0,
10/23/84,,,0,0,
10/24/84,,,0,0,
10/25/84,,,0.4,0.4,
10/26/84,,,0.9,0.5,
10/27/84,,,0.2,-0.7,
10/28/84,,,0.3,0.1,
10/29/84,,,0.1,-0.2,
10/30/84,,,0.1,0,
10/31/84,,,0.1,0,
11/1/84,,,0.2,0.1,
11/2/84,,,1.2,1,
11/3/84,,,0.5,-0.7,
11/4/84,,,0.2,-0.3,
11/5/84,,,0.1,-0.1,
11/6/84,,,0.2,0.1,
11/7/84,,,0.4,0.2,
11/8/84,,,0.8,0.4,
11/9/84,,,0.6,-0.2,
11/10/84,,,0.7,0.1,
11/11/84,,,0.6,-0.1,
11/12/84,,,0,-0.6,
11/13/84,,,1.3,1.3,
11/14/84,,,0.4,-0.9,
11/15/84,,,0.1,-0.3,
11/16/84,,,0,-0.1,
11/17/84,,,0,0,
11/18/84,,,0,0,
11/19/84,,,0,0,
11/20/84,,,0.1,0.1,
11/21/84,,,0.2,0.1,
11/22/84,,,0.4,0.2,
11/23/84,,,0.2,-0.2,
11/24/84,,,1,0.8,
11/25/84,,,0.1,-0.9,
11/26/84,,,0.2,0.1,
11/27/84,,,1.3,1.1,
11/28/84,,,0.5,-0.8,
11/29/84,,,0.6,0.1,
11/30/84,,,0.8,0.2,
12/1/84,,,0.1,-0.7,
12/2/84,,,0,-0.1,
12/3/84,,,0,0,
12/4/84,,,0,0,
12/5/84,,,0,0,
12/6/84,,,0,0,
12/7/84,,,0,0,
12/8/84,,,0.4,0.4,
12/9/84,,,0,-0.4,
12/10/84,,,1.6,1.6,
12/11/84,,,0.3,-1.3,
12/12/84,,,0.5,0.2,
12/13/84,,,0,-0.5,
12/14/84,,,0.2,0.2,
12/15/84,,,0.2,0,
12/16/84,,,0.3,0.1,
12/17/84,,,0,-0.3,
12/18/84,,,0,0,
12/19/84,,,0,0,
12/20/84,,,0,0,
12/21/84,,,0.4,0.4,
12/22/84,,,0,-0.4,
12/23/84,,,0.2,0.2,
12/24/84,,,0,-0.2,
12/25/84,,,0,0,
12/26/84,,,0,0,
12/27/84,,,0.5,0.5,
12/28/84,,,0.3,-0.2,
12/29/84,,,1,0.7,
12/30/84,,,0.1,-0.9,
12/31/84,,,0.1,0,
1/1/85,,,0,-0.1,
1/2/85,,,0,0,
1/3/85,,,0,0,
1/4/85,,,0,0,
1/5/85,,,0,0,
1/6/85,,,0,0,
1/7/85,,,0,0,
1/8/85,,,0,0,
1/9/85,,,0.1,0.1,
1/10/85,,,0,-0.1,
1/11/85,,,0,0,
1/12/85,,,0,0,
1/13/85,,,0,0,
1/14/85,,,0,0,
1/15/85,,,0,0,
1/16/85,,,0,0,
1/17/85,,,0,0,
1/18/85,,,0,0,
1/19/85,,,0,0,
1/20/85,,,0.2,0.2,
1/21/85,,,0.2,0,
1/22/85,,,0,-0.2,
1/23/85,,,0,0,
1/24/85,,,0,0,
1/25/85,,,0,0,
1/26/85,,,0,0,
1/27/85,,,0,0,
1/28/85,,,0.2,0.2,
1/29/85,,,0,-0.2,
1/30/85,,,0,0,
1/31/85,,,0,0,
2/1/85,,,0,0,
2/2/85,,,0,0,
2/3/85,,,0,0,
2/4/85,,,0.2,0.2,
2/5/85,,,0.3,0.1,
2/6/85,,,0.2,-0.1,
2/7/85,,,2.2,2,
2/8/85,,,0.7,-1.5,
2/9/85,,,0.4,-0.3,
2/10/85,,,0.2,-0.2,
2/11/85,,,1.2,1,
2/12/85,,,0.2,-1,
2/13/85,,,0.2,0,
2/14/85,,,0,-0.2,
2/15/85,,,0,0,
2/16/85,,,0,0,
2/17/85,,,0,0,
2/18/85,,,0,0,
2/19/85,,,0,0,
2/20/85,,,0,0,
2/21/85,,,0,0,
2/22/85,,,0,0,
2/23/85,,,0,0,
2/24/85,,,0,0,
2/25/85,,,0,0,
2/26/85,,,0.1,0.1,
2/27/85,,,0.2,0.1,
2/28/85,,,0.2,0,
3/1/85,,,0.5,0.3,
3/2/85,,,0,-0.5,
3/3/85,,,0.3,0.3,
3/4/85,,,0.2,-0.1,
3/5/85,,,0.1,-0.1,
3/6/85,,,0.4,0.3,
3/7/85,,,0,-0.4,
3/8/85,,,0.2,0.2,
3/9/85,,,0,-0.2,
3/10/85,,,0,0,
3/11/85,,,0,0,
3/12/85,,,0,0,
3/13/85,,,0,0,
3/14/85,,,0,0,
3/15/85,,,0,0,
3/16/85,,,0,0,
3/17/85,,,0,0,
3/18/85,,,0,0,
3/19/85,,,0,0,
3/20/85,,,0.3,0.3,
3/21/85,,,0.2,-0.1,
3/22/85,,,0.3,0.1,
3/23/85,,,0.1,-0.2,
3/24/85,,,0.7,0.6,
3/25/85,,,0.2,-0.5,
3/26/85,,,1.1,0.9,
3/27/85,,,0.1,-1,
3/28/85,,,0.4,0.3,
3/29/85,,,0,-0.4,
3/30/85,,,0.1,0.1,
3/31/85,,,0,-0.1,
4/1/85,,,0,0,
4/2/85,,,0,0,
4/3/85,,,0,0,
4/4/85,,,0,0,
4/5/85,,,0,0,
4/6/85,,,0,0,
4/7/85,,,0,0,
4/8/85,,,0,0,
4/9/85,,,0,0,
4/10/85,,,0,0,
4/11/85,,,0,0,
4/12/85,,,0,0,
4/13/85,,,0,0,
4/14/85,,,0,0,
4/15/85,,,0,0,
4/16/85,,,0,0,
4/17/85,,,0,0,
4/18/85,,,0.6,0.6,
4/19/85,,,0.2,-0.4,
4/20/85,,,0.3,0.1,
4/21/85,,,0.1,-0.2,
4/22/85,,,0.2,0.1,
4/23/85,,,0.7,0.5,
4/24/85,,,0,-0.7,
4/25/85,,,0,0,
4/26/85,,,0,0,
4/27/85,,,0,0,
4/28/85,,,0,0,
4/29/85,,,0,0,
4/30/85,,,0,0,
5/1/85,,,0,0,
5/2/85,,,0,0,
5/3/85,,,0,0,
5/4/85,,,0,0,
5/5/85,,,0,0,
5/6/85,,,0,0,
5/7/85,,,0,0,
5/8/85,,,0,0,
5/9/85,,,0,0,
5/10/85,,,0,0,
5/11/85,,,0,0,
5/12/85,,,0,0,
5/13/85,,,0,0,
5/14/85,,,0.8,0.8,
5/15/85,,,0,-0.8,
5/16/85,,,0,0,
5/17/85,,,0,0,
5/18/85,,,0,0,
5/19/85,,,0,0,
5/20/85,,,0.2,0.2,
5/21/85,,,0.1,-0.1,
5/22/85,,,0.1,0,
5/23/85,,,0,-0.1,
5/24/85,,,0.3,0.3,
5/25/85,,,0,-0.3,
5/26/85,,,0,0,
5/27/85,,,0,0,
5/28/85,,,0,0,
5/29/85,,,1,1,
5/30/85,,,0,-1,
5/31/85,,,0,0,
6/1/85,,,0,0,
6/2/85,,,0.5,0.5,
6/3/85,,,0,-0.5,
6/4/85,,,0,0,
6/5/85,,,0,0,
6/6/85,,,0,0,
6/7/85,,,0,0,
6/8/85,,,0.2,0.2,
6/9/85,,,0,-0.2,
6/10/85,,,0,0,
6/11/85,,,0,0,
6/12/85,,,0,0,
6/13/85,,,0,0,
6/14/85,,,0,0,
6/15/85,,,0,0,
6/16/85,,,0,0,
6/17/85,,,0.1,0.1,
6/18/85,,,0,-0.1,
6/19/85,,,0,0,
6/20/85,,,0,0,
6/21/85,,,0,0,
6/22/85,,,0.1,0.1,
6/23/85,,,0.1,0,
6/24/85,,,0,-0.1,
6/25/85,,,0,0,
6/26/85,,,0,0,
6/27/85,,,0,0,
6/28/85,,,0,0,
6/29/85,,,0,0,
6/30/85,,,0,0,
7/1/85,,,0,0,
7/2/85,,,0,0,
7/3/85,,,0,0,
7/4/85,,,0,0,
7/5/85,,,0,0,
7/6/85,,,0,0,
7/7/85,,,0,0,
7/8/85,,,0,0,
7/9/85,,,0,0,
7/10/85,,,0,0,
7/11/85,,,0,0,
7/12/85,,,0,0,
7/13/85,,,0,0,
7/14/85,,,0,0,
7/15/85,,,0,0,
7/16/85,,,0,0,
7/17/85,,,0,0,
7/18/85,,,0,0,
7/19/85,,,0,0,
7/20/85,,,0,0,
7/21/85,,,0,0,
7/22/85,,,0,0,
7/23/85,,,0,0,
7/24/85,,,0,0,
7/25/85,,,0,0,
7/26/85,,,0,0,
7/27/85,,,0,0,
7/28/85,,,0,0,
7/29/85,,,0.2,0.2,
7/30/85,,,0.3,0.1,
7/31/85,,,0,-0.3,
8/1/85,,,0,0,
8/2/85,,,0,0,
8/3/85,,,0,0,
8/4/85,,,0,0,
8/5/85,,,0,0,
8/6/85,,,0,0,
8/7/85,,,0,0,
8/8/85,,,0.1,0.1,
8/9/85,,,0,-0.1,
8/10/85,,,0.1,0.1,
8/11/85,,,0,-0.1,
8/12/85,,,0,0,
8/13/85,,,0,0,
8/14/85,,,0,0,
8/15/85,,,0,0,
8/16/85,,,0,0,
8/17/85,,,0,0,
8/18/85,,,0,0,
8/19/85,,,0,0,
8/20/85,,,0,0,
8/21/85,,,0,0,
8/22/85,,,0,0,
8/23/85,,,0,0,
8/24/85,,,0,0,
8/25/85,,,0,0,
8/26/85,,,0,0,
8/27/85,,,0,0,
8/28/85,,,0,0,
8/29/85,,,0,0,
8/30/85,,,0.1,0.1,
8/31/85,,,0,-0.1,
9/1/85,,,0.3,0.3,
9/2/85,,,0,-0.3,
9/3/85,,,0,0,
9/4/85,,,0,0,
9/5/85,,,0,0,
9/6/85,,,0.5,0.5,
9/7/85,,,1.8,1.3,
9/8/85,,,1.5,-0.3,
9/9/85,,,0.3,-1.2,
9/10/85,,,0.1,-0.2,
9/11/85,,,0.2,0.1,
9/12/85,,,0,-0.2,
9/13/85,,,0.3,0.3,
9/14/85,,,0,-0.3,
9/15/85,,,0,0,
9/16/85,,,0,0,
9/17/85,,,0.5,0.5,
9/18/85,,,0,-0.5,
9/19/85,,,0,0,
9/20/85,,,0,0,
9/21/85,,,0,0,
9/22/85,,,0,0,
9/23/85,,,0,0,
9/24/85,,,0,0,
9/25/85,,,0,0,
9/26/85,,,0,0,
9/27/85,,,0,0,
9/28/85,,,0,0,
9/29/85,,,0,0,
9/30/85,,,0,0,
10/1/85,,,0,0,
10/2/85,,,0,0,
10/3/85,,,0,0,
10/4/85,,,0,0,
10/5/85,,,0,0,
10/6/85,,,1,1,
10/7/85,,,1,0,
10/8/85,,,0,-1,
10/9/85,,,0,0,
10/10/85,,,0,0,
10/11/85,,,0,0,
10/12/85,,,0,0,
10/13/85,,,0,0,
10/14/85,,,0,0,
10/15/85,,,0,0,
10/16/85,,,0,0,
10/17/85,,,0,0,
10/18/85,,,0,0,
10/19/85,,,0,0,
10/20/85,,,0,0,
10/21/85,,,0.4,0.4,
10/22/85,,,2.4,2,
10/23/85,,,1.3,-1.1,
10/24/85,,,0,-1.3,
10/25/85,,,0.1,0.1,
10/26/85,,,0.1,0,
10/27/85,,,0,-0.1,
10/28/85,,,0,0,
10/29/85,,,0,0,
10/30/85,,,0,0,
10/31/85,,,0,0,
11/1/85,,,0,0,
11/2/85,,,0,0,
11/3/85,,,0,0,
11/4/85,,,0.3,0.3,
11/5/85,,,0,-0.3,
11/6/85,,,0.6,0.6,
11/7/85,,,0.8,0.2,
11/8/85,,,0.2,-0.6,
