Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment - Snow-adj (in),Change In Soil Temperature Observed -8in (degF)
9/10/14,36,0,-2
9/11/14,38,0,-1
9/12/14,40,0,0
9/13/14,42,0,0
9/14/14,45,0,0
9/15/14,45,0,0
9/16/14,49,0,1
9/17/14,48,0,1
9/18/14,46,0,0
9/19/14,47,0,0
9/20/14,49,0.3,0
9/21/14,45,0.4,-1
9/22/14,44,0,-1
9/23/14,40,0,0
9/24/14,44,0,0
9/25/14,47,0,0
9/26/14,45,0,0
9/27/14,47,1.8,0
9/28/14,32,0.2,-7
9/29/14,33,0.1,0
9/30/14,34,0,0
10/1/14,36,0.1,0
10/2/14,24,0,-1
10/3/14,36,0,-2
10/4/14,34,0,0
10/5/14,42,0,0
10/6/14,36,0,1
10/7/14,39,0,0
10/8/14,42,0,1
10/9/14,37,0,2
10/10/14,37,0,-1
10/11/14,36,0,-1
10/12/14,38,0,-1
10/13/14,27,0,-2
10/14/14,35,0,-1
10/15/14,42,0,0
10/16/14,38,0,0
10/17/14,34,0,0
10/18/14,39,0.2,1
10/19/14,34,0,0
10/20/14,37,0,0
10/21/14,39,0,0
10/22/14,34,0,1
10/23/14,33,0,-1
10/24/14,42,0,-1
10/25/14,38,0,0
10/26/14,35,0,0
10/27/14,30,0,1
10/28/14,29,0,-1
10/29/14,31,0,-1
10/30/14,36,0,0
10/31/14,38,0,0
11/1/14,40,0.3,0
11/2/14,26,0.2,0
11/3/14,18,0,0
11/4/14,22,0,0
11/5/14,31,0,-1
11/6/14,34,0,0
11/7/14,33,0,0
11/8/14,41,0,0
11/9/14,33,0,0
11/10/14,36,0,0
11/11/14,30,0,0
11/12/14,30,0,0
11/13/14,28,0.5,0
11/14/14,29,0.5,0
11/15/14,27,0,0
11/16/14,2,0,0
11/17/14,20,0,0
11/18/14,19,0,0
11/19/14,20,0,0
11/20/14,27,0.1,0
11/21/14,24,0,0
11/22/14,24,0.1,0
11/23/14,20,0,0
11/24/14,10,0,0
11/25/14,12,0.1,0
11/26/14,31,0,0
11/27/14,30,0,-1
11/28/14,33,0,1
11/29/14,30,0,-1
11/30/14,28,0,0
12/1/14,24,0,0
12/2/14,23,0.6,0
12/3/14,30,0.1,0
12/4/14,31,0.3,0
12/5/14,29,0,0
12/6/14,27,0,1
12/7/14,21,0,0
12/8/14,24,0,0
12/9/14,29,0,-1
12/10/14,27,0.1,0
12/11/14,27,0,0
12/12/14,32,0.6,0
12/13/14,23,0.1,0
12/14/14,16,0,0
12/15/14,4,0,1
12/16/14,23,0,-1
12/17/14,19,0.1,0
12/18/14,17,0.1,0
12/19/14,9,0.1,0
12/20/14,23,0.1,0
12/21/14,24,0.2,0
12/22/14,31,0.7,0
12/23/14,13,0,0
12/24/14,18,0,1
12/25/14,23,0.5,-1
12/26/14,7,0,0
12/27/14,-7,0.1,1
12/28/14,4,0,-1
12/29/14,11,0.1,0
12/30/14,8,0,0
12/31/14,5,0.3,0
1/1/15,13,0,0
1/2/15,15,0.1,0
1/3/15,16,0,0
1/4/15,12,0,0
1/5/15,19,0.1,0
1/6/15,29,0,0
1/7/15,41,0,0
1/8/15,31,0,0
1/9/15,28,0,0
1/10/15,24,0.4,0
1/11/15,28,0.1,0
1/12/15,21,0.4,0
1/13/15,20,0,0
1/14/15,21,0,0
1/15/15,26,0,0
1/16/15,20,0,0
1/17/15,24,0,0
1/18/15,22,0,0
1/19/15,25,0,0
1/20/15,19,0,0
1/21/15,19,0,0
1/22/15,13,0,0
1/23/15,24,0,0
1/24/15,23,0.1,0
1/25/15,37,0,0
1/26/15,38,0,0
1/27/15,31,0,0
1/28/15,26,0,0
1/29/15,23,0.2,0
1/30/15,28,0.6,0
1/31/15,27,0,0
2/1/15,24,0,0
2/2/15,29,0,0
2/3/15,30,0,0
2/4/15,30,0,0
2/5/15,28,0,0
2/6/15,27,0,0
2/7/15,33,0,0
2/8/15,30,0,0
2/9/15,31,0,0
2/10/15,28,0,0
2/11/15,24,0,0
2/12/15,22,0,0
2/13/15,41,0,0
2/14/15,32,0,0
2/15/15,30,0,0
2/16/15,26,0,0
2/17/15,10,0,0
2/18/15,28,0,0
2/19/15,26,0,0
2/20/15,29,0,0
2/21/15,20,0,0
2/22/15,18,0.3,0
2/23/15,15,0.4,0
2/24/15,17,0,0
2/25/15,24,0,0
2/26/15,23,0.1,0
2/27/15,14,0,0
2/28/15,15,0.5,0
3/1/15,18,0.3,0
3/2/15,23,1.3,0
3/3/15,17,0.7,0
3/4/15,1,0,0
3/5/15,9,0,0
3/6/15,17,0,0
3/7/15,31,0,0
3/8/15,25,0,0
3/9/15,24,0,0
3/10/15,24,0,0
3/11/15,26,0,0
3/12/15,30,0,0
3/13/15,29,0,0
3/14/15,29,0,0
3/15/15,30,0,0
3/16/15,33,0,0
3/17/15,31,0,0
3/18/15,33,0.1,0
3/19/15,24,0,0
3/20/15,31,0,0
3/21/15,28,0,0
3/22/15,28,0,0
3/23/15,31,0,0
3/24/15,29,0,0
3/25/15,27,0,0
3/26/15,26,0,0
3/27/15,31,0,0
3/28/15,33,0,0
3/29/15,33,0,1
3/30/15,33,0,0
3/31/15,33,0,0
4/1/15,34,0,0
4/2/15,30,0,0
4/3/15,16,0,0
4/4/15,20,0,0
4/5/15,27,0,0
4/6/15,27,0,0
4/7/15,24,0,0
4/8/15,23,0.3,0
4/9/15,15,0.1,0
4/10/15,25,0,0
4/11/15,26,0,0
4/12/15,31,0,0
4/13/15,33,0,0
4/14/15,34,0,0
4/15/15,13,0,0
4/16/15,14,0.2,0
4/17/15,14,0.1,0
4/18/15,33,0,0
4/19/15,32,0,0
4/20/15,32,0,0
4/21/15,31,0,0
4/22/15,32,0,0
4/23/15,29,0,0
4/24/15,28,0.9,0
4/25/15,29,1,0
4/26/15,26,0,0
4/27/15,23,0,0
4/28/15,31,0,0
4/29/15,33,0,0
4/30/15,35,0,0
5/1/15,36,0,0
5/2/15,36,0,0
5/3/15,38,0.1,0
5/4/15,33,0.2,0
5/5/15,35,0.4,0
5/6/15,34,0.6,0
5/7/15,30,0,0
5/8/15,29,0.6,0
5/9/15,24,0.3,0
5/10/15,28,0,0
5/11/15,28,0,0
5/12/15,37,0,0
5/13/15,33,0,0
5/14/15,35,0.8,0
5/15/15,28,0.6,0
5/16/15,25,0.2,0
5/17/15,30,0,0
5/18/15,32,0.2,0
5/19/15,26,0.6,0
5/20/15,30,0,0
5/21/15,31,0.1,0
5/22/15,30,0.1,0
5/23/15,28,1,0
5/24/15,32,0.3,0
5/25/15,34,0,0
5/26/15,35,1.5,0
5/27/15,34,0,0
5/28/15,34,0,0
5/29/15,38,0,0
5/30/15,38,0,0
5/31/15,40,0,0
6/1/15,41,0,0
6/2/15,41,0,0
6/3/15,36,0,0
6/4/15,36,0,0
6/5/15,37,0,0
6/6/15,35,0.3,0
6/7/15,34,0,0
6/8/15,38,0,0
6/9/15,40,0,0
6/10/15,44,1.4,1
6/11/15,41,0.4,4
6/12/15,40,0,1
6/13/15,44,0,5
6/14/15,43,0,1
6/15/15,43,0,1
6/16/15,49,0,2
6/17/15,44,0,3
6/18/15,46,0,1
6/19/15,46,0,1
6/20/15,53,0,1
6/21/15,49,0,1
6/22/15,51,0,1
6/23/15,49,0,1
6/24/15,50,0,1
6/25/15,49,0,1
6/26/15,51,0,1
6/27/15,59,0,-1
6/28/15,56,0,-3
6/29/15,51,0,2
6/30/15,53,0.2,-1
7/1/15,54,0,-2
7/2/15,56,0,0
7/3/15,53,0,1
7/4/15,52,0.4,-1
7/5/15,48,0,-1
7/6/15,49,0.6,1
7/7/15,44,0.1,-4
7/8/15,44,0,1
7/9/15,44,0,0
7/10/15,39,0.1,2
7/11/15,40,0,-3
7/12/15,42,0,1
7/13/15,47,0,1
7/14/15,46,0,1
7/15/15,48,0,0
7/16/15,47,0,0
7/17/15,48,0,2
7/18/15,50,0.4,0
7/19/15,43,0.1,-5
7/20/15,45,0.2,1
7/21/15,44,0,-1
7/22/15,43,0,0
7/23/15,46,0,3
7/24/15,44,0,0
7/25/15,45,0,1
7/26/15,45,0,0
7/27/15,49,0,0
7/28/15,43,0,0
7/29/15,45,0,0
7/30/15,49,0,1
7/31/15,55,0,0
8/1/15,50,0,-1
8/2/15,54,0.1,-1
8/3/15,45,0,-2
8/4/15,46,0,2
8/5/15,48,0,2
8/6/15,50,0,-1
8/7/15,50,0.4,0
8/8/15,43,0,-3
8/9/15,42,0,1
8/10/15,47,0.1,0
8/11/15,47,0,-2
8/12/15,47,0,0
8/13/15,46,0,1
8/14/15,49,0,1
8/15/15,52,0,1
8/16/15,50,0,1
8/17/15,52,0,0
8/18/15,50,0,-1
8/19/15,50,0,0
8/20/15,48,0,0
8/21/15,50,0,-1
8/22/15,50,0,1
8/23/15,50,0,1
8/24/15,48,0,0
8/25/15,51,0.5,-1
8/26/15,46,0.5,-2
8/27/15,43,0,0
8/28/15,48,0,0
8/29/15,49,0,0
8/30/15,51,0,1
8/31/15,47,0,-1
9/1/15,47,0,0
9/2/15,46,0,0
9/3/15,46,0,0
9/4/15,46,0.2,-1
9/5/15,41,0,-2
9/6/15,42,0,2
9/7/15,45,0.2,-1
9/8/15,44,0,1
9/9/15,44,0,0
9/10/15,46,0,0
9/11/15,46,0,-1
9/12/15,50,0,0
9/13/15,46,0.1,0
9/14/15,42,0.1,0
9/15/15,40,0.5,-1
9/16/15,42,0,-1
9/17/15,40,0.1,0
9/18/15,37,0,-1
9/19/15,36,0,-1
9/20/15,39,0,-1
9/21/15,43,0,1
9/22/15,43,0,0
9/23/15,41,0,1
9/24/15,51,0,-1
9/25/15,47,0,1
9/26/15,47,0,0
9/27/15,44,0,0
9/28/15,44,0,0
9/29/15,44,0,1
9/30/15,45,0,0
10/1/15,46,0,0
10/2/15,45,0.1,-1
10/3/15,33,0,-1
10/4/15,35,0.2,-3
10/5/15,38,0.3,-1
10/6/15,35,0,0
10/7/15,36,0,-1
10/8/15,37,0,0
10/9/15,43,0,1
10/10/15,40,0,1
10/11/15,42,0,0
10/12/15,37,0,-1
10/13/15,40,0,-1
10/14/15,41,0,0
10/15/15,41,0,0
10/16/15,43,0,1
10/17/15,41,0.6,-1
10/18/15,39,0.6,1
10/19/15,34,0.8,-1
10/20/15,31,0.1,-3
10/21/15,33,0.1,0
10/22/15,34,0,0
10/23/15,29,0,0
10/24/15,29,0,-2
10/25/15,34,0.1,-1
10/26/15,35,0,1
10/27/15,33,0,0
10/28/15,29,0,-1
10/29/15,31,0.2,0
10/30/15,25,0.1,0
10/31/15,31,0,0
11/1/15,31,0,-1
11/2/15,34,0,0
11/3/15,33,0,0
11/4/15,21,0.1,0
11/5/15,17,0.1,0
11/6/15,13,0,0
11/7/15,26,0,-1
11/8/15,28,0,0
11/9/15,28,0,0
11/10/15,25,0.6,0
11/11/15,15,0,0
11/12/15,14,0,0
11/13/15,19,0,0
11/14/15,23,0,0
11/15/15,19,0.6,-1
11/16/15,21,0.1,0
11/17/15,13,0,0
11/18/15,23,0,0
11/19/15,22,0,0
11/20/15,30,0,0
11/21/15,21,0,0
11/22/15,22,0,0
11/23/15,24,0,0
11/24/15,26,0,0
11/25/15,23,0.3,0
11/26/15,3,0.1,0
11/27/15,10,0,0
11/28/15,2,0.2,0
11/29/15,0,0,0
11/30/15,4,0,0
12/1/15,9,0,0
12/2/15,21,0,0
12/3/15,25,0,0
12/4/15,28,0,0
12/5/15,15,0,0
12/6/15,22,0,0
12/7/15,24,0,0
12/8/15,32,0,0
12/9/15,30,0,0
12/10/15,28,0,0
12/11/15,27,1.5,0
12/12/15,11,0,0
12/13/15,14,0,0
12/14/15,21,0.9,0
12/15/15,9,0,0
12/16/15,-2,0,0
12/17/15,8,0,0
12/18/15,17,0,0
12/19/15,23,0,0
12/20/15,16,0.6,0
12/21/15,17,0.5,0
12/22/15,22,2.5,0
12/23/15,20,0.1,0
12/24/15,-5,0.3,0
12/25/15,13,0.2,0
12/26/15,1,0,0
12/27/15,12,0,0
12/28/15,13,0,0
12/29/15,3,0,0
12/30/15,6,0.3,0
12/31/15,7,0,0
1/1/16,4,0,0
1/2/16,16,0,0
1/3/16,24,0.2,0
1/4/16,27,0.2,0
1/5/16,23,0.1,0
1/6/16,24,0.3,0
1/7/16,19,0.2,0
1/8/16,5,0,0
1/9/16,4,0,0
1/10/16,6,0,0
1/11/16,10,0,0
1/12/16,12,0,0
1/13/16,16,0,0
1/14/16,18,0,0
1/15/16,18,0.6,0
1/16/16,10,0.1,0
1/17/16,22,0,0
1/18/16,17,0.3,0
1/19/16,20,0.2,0
1/20/16,22,0,0
1/21/16,12,0.1,0
1/22/16,22,0,0
1/23/16,29,0.5,0
1/24/16,24,0.4,0
1/25/16,12,0,0
1/26/16,9,0,0
1/27/16,26,0,0
1/28/16,29,0,0
1/29/16,29,0,0
1/30/16,30,0.6,0
1/31/16,16,1.2,0
2/1/16,21,0.1,0
2/2/16,0,0,0
2/3/16,-10,0,0
2/4/16,2,0.2,0
2/5/16,14,0,0
2/6/16,14,0,0
2/7/16,18,0,0
2/8/16,34,0,0
2/9/16,35,0,0
2/10/16,28,0,0
2/11/16,27,0,0
2/12/16,29,0,0
2/13/16,25,0,0
2/14/16,24,0,0
2/15/16,27,0,0
2/16/16,29,0,0
2/17/16,29,0.1,0
2/18/16,29,0.3,0
2/19/16,13,0.1,0
2/20/16,22,0,0
2/21/16,22,0,0
2/22/16,19,0,0
2/23/16,12,0.2,0
2/24/16,15,0,0
2/25/16,23,0,0
2/26/16,23,0,0
2/27/16,28,0,0
2/28/16,31,0,0
2/29/16,28,0,0
3/1/16,30,0,0
3/2/16,31,0,0
3/3/16,30,0,0
3/4/16,31,0,0
3/5/16,31,0,0
3/6/16,32,1.1,0
3/7/16,18,0,0
3/8/16,14,0,0
3/9/16,22,0,0
3/10/16,21,0,0
3/11/16,30,0.1,0
3/12/16,29,0,0
3/13/16,24,0,0
3/14/16,26,0.1,0
3/15/16,18,0,0
3/16/16,24,0,0
3/17/16,26,0,0
3/18/16,29,0,0
3/19/16,30,0,0
3/20/16,28,0,1
3/21/16,34,0,0
3/22/16,31,0.5,0
3/23/16,14,0.1,0
3/24/16,14,0,0
3/25/16,26,0,0
3/26/16,20,0.1,0
3/27/16,16,0,0
3/28/16,27,0.6,0
3/29/16,19,1,0
3/30/16,14,0.2,0
3/31/16,9,0.2,0
4/1/16,21,0.2,0
4/2/16,20,0,0
4/3/16,25,0,0
4/4/16,29,0,0
4/5/16,29,0,0
4/6/16,25,0,0
4/7/16,32,0,0
4/8/16,40,0.1,0
4/9/16,30,0.3,0
4/10/16,31,0.2,0
4/11/16,25,0,0
4/12/16,27,0,0
4/13/16,29,0,0
4/14/16,31,0.1,0
4/15/16,24,0.3,0
4/16/16,21,0,0
4/17/16,26,0,0
4/18/16,22,0,0
4/19/16,26,0,0
4/20/16,32,0,0
4/21/16,32,0,0
4/22/16,35,0,0
4/23/16,36,0.1,0
4/24/16,26,0.1,0
4/25/16,28,0.3,0
4/26/16,23,0.3,0
4/27/16,20,0.5,0
4/28/16,26,0.7,0
4/29/16,26,0.5,0
4/30/16,27,0.2,0
5/1/16,26,0,0
5/2/16,28,0,0
5/3/16,33,0,0
5/4/16,32,0,0
5/5/16,38,0,0
5/6/16,42,0,0
5/7/16,24,0.6,0
5/8/16,28,0.8,0
5/9/16,32,0.3,0
5/10/16,35,0.1,0
5/11/16,27,0,0
5/12/16,28,0,0
5/13/16,35,0,0
5/14/16,40,0,0
5/15/16,41,0.1,0
5/16/16,31,0.3,0
5/17/16,29,0.2,0
5/18/16,33,0,0
5/19/16,31,0,0
5/20/16,37,0,0
5/21/16,38,0,0
5/22/16,28,0,0
5/23/16,28,0,0
5/24/16,32,0,0
5/25/16,31,0.1,0
5/26/16,31,0.3,0
5/27/16,29,0,0
5/28/16,32,0,0
5/29/16,38,0,0
5/30/16,36,0,0
5/31/16,36,0,0
6/1/16,34,0,0
6/2/16,41,0,0
6/3/16,42,0,0
6/4/16,45,0,0
6/5/16,45,0,0
6/6/16,44,0,0
6/7/16,42,0,0
6/8/16,43,0,0
6/9/16,48,0,0
6/10/16,50,0,0
6/11/16,46,0.1,3
6/12/16,42,0,6
6/13/16,39,0,4
6/14/16,40,0,-1
6/15/16,41,0,2
6/16/16,42,0,1
6/17/16,40,0,1
6/18/16,43,0,1
6/19/16,49,0,2
6/20/16,50,0,1
6/21/16,52,0,2
6/22/16,51,0,0
6/23/16,51,0,1
6/24/16,52,0,0
6/25/16,47,0,1
6/26/16,49,0,-1
6/27/16,54,0,1
6/28/16,56,0.1,1
6/29/16,53,0.3,-2
6/30/16,48,0.1,-2
7/1/16,46,0.5,-1
7/2/16,42,0.2,-1
7/3/16,42,0.4,-1
7/4/16,42,0,-1
7/5/16,49,0,3
7/6/16,45,0,2
7/7/16,49,0,0
7/8/16,46,0,1
7/9/16,49,0,0
7/10/16,51,0,0
7/11/16,45,0,0
7/12/16,44,0,0
7/13/16,45,0,0
7/14/16,47,0,1
7/15/16,48,0,0
7/16/16,49,0,1
7/17/16,48,0,0
7/18/16,51,0,0
7/19/16,49,0,-1
7/20/16,49,0,-1
7/21/16,49,0,1
7/22/16,53,0,-1
7/23/16,51,0,1
7/24/16,54,0,1
7/25/16,52,0,0
7/26/16,56,0,0
7/27/16,53,0,1
7/28/16,56,0,-1
7/29/16,53,0,0
7/30/16,54,0.4,0
7/31/16,45,0,-2
8/1/16,49,0,1
8/2/16,50,0.1,-1
8/3/16,51,0.3,2
8/4/16,49,0.3,-1
8/5/16,46,0.6,-2
8/6/16,46,0.2,0
8/7/16,48,0,0
8/8/16,49,0,0
8/9/16,50,0,0
8/10/16,47,0,0
8/11/16,45,0,-1
8/12/16,44,0,0
8/13/16,46,0,-2
8/14/16,48,0,1
8/15/16,49,0,0
8/16/16,47,0,0
8/17/16,52,0,-1
8/18/16,47,0.1,0
8/19/16,44,0,-1
8/20/16,46,0,0
8/21/16,46,0,0
8/22/16,45,0.1,-1
8/23/16,50,0.5,1
8/24/16,39,0.1,-2
8/25/16,43,0.1,0
8/26/16,39,0.3,-1
8/27/16,39,0,-2
8/28/16,44,0,2
8/29/16,44,0,0
8/30/16,47,0,0
8/31/16,49,0,2
9/1/16,47,0.7,1
9/2/16,42,0,-3
9/3/16,46,0,2
9/4/16,46,0.1,1
9/5/16,38,0,-1
9/6/16,38,0.1,-1
9/7/16,44,0,-1
9/8/16,42,0,0
9/9/16,43,0,0
9/10/16,40,0,0
9/11/16,47,0,0
9/12/16,44,0,1
9/13/16,42,0.1,-1
9/14/16,34,0,-2
9/15/16,34,0,-1
9/16/16,33,0,-1
9/17/16,36,0,0
9/18/16,39,0,0
9/19/16,42,0,1
9/20/16,47,0,1
9/21/16,44,0.2,0
9/22/16,46,1.5,1
9/23/16,28,0.3,0
9/24/16,29,0,-6
9/25/16,30,0.1,-2
9/26/16,42,0,-1
9/27/16,43,0,2
9/28/16,40,0,2
9/29/16,40,0.1,0
9/30/16,39,0,0
10/1/16,37,0,0
10/2/16,42,0,0
10/3/16,36,0.1,0
10/4/16,26,0,-3
10/5/16,29,0,-2
10/6/16,26,0,0
10/7/16,27,0,-1
10/8/16,35,0,-1
10/9/16,34,0,1
10/10/16,36,0,1
10/11/16,39,0,1
10/12/16,34,0,1
10/13/16,34,0,-1
10/14/16,40,0,0
10/15/16,42,0,1
10/16/16,38,0,0
10/17/16,40,0,0
10/18/16,35,0,0
10/19/16,28,0,0
10/20/16,33,0,-3
10/21/16,36,0,-1
10/22/16,36,0,0
10/23/16,36,0,0
10/24/16,41,0.4,0
10/25/16,37,0,1
10/26/16,32,0,1
10/27/16,39,0,-1
10/28/16,43,0.2,1
10/29/16,39,0,2
10/30/16,42,0,1
10/31/16,38,0,0
11/1/16,33,0.1,-1
11/2/16,28,0,-3
11/3/16,32,0,-1
11/4/16,38,0,0
11/5/16,36,0,-1
11/6/16,31,0,1
11/7/16,31,0,-1
11/8/16,34,0,0
11/9/16,36,0,0
11/10/16,34,0,0
11/11/16,32,0,0
11/12/16,30,0,0
11/13/16,29,0,-1
11/14/16,34,0,0
11/15/16,35,0,0
11/16/16,40,0.1,0
11/17/16,22,0.1,0
11/18/16,17,0,0
11/19/16,27,0,0
11/20/16,36,0,0
11/21/16,31,1,0
11/22/16,24,0,0
11/23/16,15,0.1,0
11/24/16,9,0,0
11/25/16,19,0,0
11/26/16,19,0.3,0
11/27/16,21,1.3,0
11/28/16,16,1.2,0
11/29/16,9,0,0
11/30/16,0,0,0
12/1/16,8,0.1,0
12/2/16,12,0,0
12/3/16,3,0,0
12/4/16,24,0,0
12/5/16,25,0,0
12/6/16,15,0,0
12/7/16,7,0,0
12/8/16,4,0.3,0
12/9/16,25,0,0
12/10/16,28,0,0
12/11/16,29,0.3,0
12/12/16,23,0,0
12/13/16,19,0,0
12/14/16,26,0,0
12/15/16,32,0.9,0
12/16/16,29,1.6,0
12/17/16,13,0,0
12/18/16,-3,0,0
12/19/16,8,0.1,0
12/20/16,16,0,0
12/21/16,22,0.1,0
12/22/16,26,0.3,0
12/23/16,23,0,0
12/24/16,23,1.4,0
12/25/16,15,0.4,0
12/26/16,2,0,0
12/27/16,8,0,0
12/28/16,19,0.1,0
12/29/16,18,0,0
12/30/16,20,0,0
12/31/16,22,0,0
1/1/17,11,0,0
1/2/17,17,0,0
1/3/17,17,0.1,0
1/4/17,22,0.3,0
1/5/17,26,1.2,0
1/6/17,-1,0,0
1/7/17,6,0.5,0
1/8/17,30,0.9,0
1/9/17,31,0.5,0
1/10/17,23,0,0
1/11/17,22,0.5,0
1/12/17,22,0.7,0
1/13/17,22,0.1,0
1/14/17,19,0,0
1/15/17,24,0,0
1/16/17,11,0,0
1/17/17,15,0.1,0
1/18/17,14,0,0
1/19/17,22,1,0
1/20/17,18,0.5,0
1/21/17,18,0.6,0
1/22/17,14,0.2,0
1/23/17,21,0.6,0
1/24/17,7,0,0
1/25/17,-3,0,0
1/26/17,-3,0,0
1/27/17,3,0.2,0
1/28/17,12,0,0
1/29/17,27,0,0
1/30/17,21,0,0
1/31/17,22,0,0
2/1/17,24,0,0
2/2/17,26,0,0
2/3/17,18,0,0
2/4/17,27,0,0
2/5/17,25,0,0
2/6/17,27,0.4,0
2/7/17,27,0.2,0
2/8/17,31,0,0
2/9/17,29,0.1,0
2/10/17,38,0.3,0
2/11/17,30,0.7,0
2/12/17,24,0,0
2/13/17,28,0,0
2/14/17,27,0,0
2/15/17,28,0,0
2/16/17,24,0,0
2/17/17,27,0.2,0
2/18/17,25,0.1,0
2/19/17,28,0.5,0
2/20/17,24,0,0
2/21/17,31,0,0
2/22/17,27,0.2,0
2/23/17,9,0,0
2/24/17,5,0,0
2/25/17,-2,0.3,0
2/26/17,11,0,0
2/27/17,15,0.8,0
2/28/17,16,0,0
3/1/17,3,0.1,0
3/2/17,15,0,0
3/3/17,15,0,0
3/4/17,25,0,0
3/5/17,27,0.6,0
3/6/17,8,0.2,0
3/7/17,8,0.1,0
3/8/17,20,0,0
3/9/17,23,0,0
3/10/17,29,0,0
3/11/17,30,0,0
3/12/17,26,0,0
3/13/17,30,0,0
3/14/17,32,0,0
3/15/17,29,0,0
3/16/17,35,0,0
3/17/17,36,0,0
3/18/17,34,0,0
3/19/17,36,0,0
3/20/17,37,0,0
3/21/17,35,0.1,0
3/22/17,33,0.8,0
3/23/17,26,0.7,0
3/24/17,19,0,0
3/25/17,26,0.3,0
3/26/17,16,0,0
3/27/17,27,0.7,0
3/28/17,23,0,0
3/29/17,14,0,0
3/30/17,27,0.5,0
3/31/17,25,0.4,0
4/1/17,28,0,0
4/2/17,23,0.1,0
4/3/17,22,0,0
4/4/17,17,0,0
4/5/17,15,0,0
4/6/17,29,0,0
4/7/17,36,0,0
4/8/17,34,0.5,0
4/9/17,16,0,0
4/10/17,14,0,0
4/11/17,26,0.1,0
4/12/17,29,0,0
4/13/17,33,0,0
4/14/17,30,0,0
4/15/17,27,0,0
4/16/17,26,0,0
4/17/17,36,0,0
4/18/17,33,0.9,0
4/19/17,30,0.1,0
4/20/17,25,0,0
4/21/17,25,0,0
4/22/17,24,0,0
4/23/17,36,0,0
4/24/17,34,0,0
4/25/17,28,0.3,0
4/26/17,24,0.6,0
4/27/17,30,0.1,0
4/28/17,18,0.2,0
4/29/17,20,0.2,0
4/30/17,17,0,0
5/1/17,33,0,0
5/2/17,36,0,0
5/3/17,33,0,0
5/4/17,34,0,0
5/5/17,40,0,0
5/6/17,40,0,0
5/7/17,36,0.1,0
5/8/17,32,0,0
5/9/17,37,1.1,0
5/10/17,34,0.3,0
5/11/17,31,0,0
5/12/17,36,0,0
5/13/17,36,0,0
5/14/17,30,0,0
5/15/17,33,0,0
5/16/17,27,0.1,0
5/17/17,28,1.1,0
5/18/17,13,0.1,0
5/19/17,20,0,0
5/20/17,30,0,0
5/21/17,31,0,0
5/22/17,34,0,0
5/23/17,40,0,0
5/24/17,39,0,0
5/25/17,43,0,0
5/26/17,40,0,0
5/27/17,33,0,0
5/28/17,31,0,0
5/29/17,39,0,0
5/30/17,41,0,0
5/31/17,41,0,0
6/1/17,40,0.2,0
6/2/17,35,0,0
6/3/17,40,0,0
6/4/17,42,0,0
6/5/17,47,0,0
6/6/17,41,0,0
6/7/17,43,0,0
6/8/17,40,0,0
6/9/17,45,0,1
6/10/17,43,0,8
6/11/17,41,0,4
6/12/17,41,0,1
6/13/17,31,0,-2
6/14/17,35,0,1
6/15/17,42,0,2
6/16/17,50,0,2
6/17/17,48,0,2
6/18/17,48,0,1
6/19/17,48,0,1
6/20/17,54,0,1
6/21/17,54,0,1
6/22/17,54,0,-1
6/23/17,50,0,1
6/24/17,48,0,1
6/25/17,46,0,0
6/26/17,49,0,0
6/27/17,51,0,-2
6/28/17,49,0,2
6/29/17,45,0,0
6/30/17,46,0,0
7/1/17,46,0,0
7/2/17,49,0,1
7/3/17,46,0,-1
7/4/17,48,0,0
7/5/17,52,0,0
7/6/17,52,0,1
7/7/17,56,0,0
7/8/17,59,0.3,-3
7/9/17,47,0,-4
7/10/17,51,0.1,4
7/11/17,48,0.3,0
7/12/17,45,0,0
7/13/17,51,0.1,-1
7/14/17,53,0.1,0
7/15/17,52,0,0
7/16/17,53,0,1
7/17/17,49,0.5,-1
7/18/17,46,0,2
7/19/17,53,0.1,2
7/20/17,47,0,0
7/21/17,50,0,0
7/22/17,50,0,-1
7/23/17,54,0.1,0
7/24/17,51,0.8,0
7/25/17,48,0.6,-4
7/26/17,48,0.4,0
7/27/17,46,0.5,2
7/28/17,51,0.1,0
7/29/17,49,0.2,-1
7/30/17,45,0,-1
7/31/17,50,0,-1
8/1/17,50,0,2
8/2/17,51,0,1
8/3/17,48,0.2,-2
8/4/17,49,0.8,0
8/5/17,43,0.1,1
8/6/17,45,0.7,0
8/7/17,43,0.1,-1
8/8/17,43,0,0
8/9/17,46,0,0
8/10/17,45,0,0
8/11/17,47,0,0
8/12/17,45,0.2,0
8/13/17,43,0,-2
8/14/17,46,0,1
8/15/17,43,0.1,1
8/16/17,40,0,-2
8/17/17,42,0,-1
8/18/17,45,0,1
8/19/17,48,0.1,0
8/20/17,46,0,1
8/21/17,44,0.1,-1
8/22/17,47,0.2,0
8/23/17,42,0.1,0
8/24/17,45,0,0
8/25/17,44,0,0
8/26/17,49,0,0
8/27/17,54,0,1
8/28/17,53,0,-1
8/29/17,54,0,0
8/30/17,51,0,0
8/31/17,49,0.1,0
9/1/17,47,0,1
9/2/17,53,0,0
9/3/17,52,0,0
9/4/17,51,0,0
9/5/17,50,0.1,0
9/6/17,48,0.3,-1
9/7/17,48,0,-2
9/8/17,44,0.1,1
9/9/17,43,0.1,-1
9/10/17,41,0,0
9/11/17,49,0,0
