Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
5/1/09,43,0.5,0.5,-1
5/2/09,43,0.6,0.1,0.8
5/3/09,44,0.3,-0.3,0.9
5/4/09,45,0.2,-0.1,-0.1
5/5/09,51,0,-0.2,-0.6
5/6/09,49,0,0,-0.4
5/7/09,47,0,0,-0.6
5/8/09,42,0,0,-0.4
5/9/09,48,0,0,-0.6
5/10/09,52,0,0,-0.1
5/11/09,56,0,0,-0.4
5/12/09,47,0.1,0.1,-0.4
5/13/09,43,0,-0.1,-0.2
5/14/09,51,0,0,-0.7
5/15/09,53,0,0,-0.2
5/16/09,60,0,0,-0.4
5/17/09,67,0.1,0.1,0.1
5/18/09,71,0,-0.1,-0.4
5/19/09,64,0,0,-0.3
5/20/09,53,0,0,-0.3
5/21/09,58,0,0,-0.5
5/22/09,64,0,0,-0.1
5/23/09,60,0,0,-0.3
5/24/09,56,0,0,-0.3
5/25/09,57,0.1,0.1,-0.3
5/26/09,61,0,-0.1,-0.5
5/27/09,63,0,0,0
5/28/09,65,0,0,0
5/29/09,66,0.1,0.1,-0.2
5/30/09,62,0.1,0,-0.2
5/31/09,57,0.3,0.2,-0.1
6/1/09,56,0.3,0,-0.3
6/2/09,54,0.2,-0.1,-0.3
6/3/09,56,0,-0.2,0.2
6/4/09,58,0.2,0.2,0.4
6/5/09,51,0.4,0.2,0.4
6/6/09,46,0.8,0.4,-0.1
6/7/09,51,0,-0.8,8
6/8/09,55,0,0,-0.8
6/9/09,54,0.4,0.4,-0.9
6/10/09,50,0,-0.4,0.5
6/11/09,49,0.1,0.1,-0.4
6/12/09,52,0.1,0,0.2
6/13/09,49,0.3,0.2,0
6/14/09,49,0.1,-0.2,1.5
6/15/09,53,0,-0.1,-0.7
6/16/09,56,0,0,-0.6
6/17/09,54,0.3,0.3,-0.3
6/18/09,57,0.1,-0.2,0.6
6/19/09,59,0,-0.1,-0.5
6/20/09,51,0.4,0.4,-0.7
6/21/09,47,0.1,-0.3,1.5
6/22/09,49,0,-0.1,0.1
6/23/09,59,0,0,-0.8
6/24/09,68,0,0,-0.3
6/25/09,68,0,0,-0.8
6/26/09,64,0.1,0.1,-0.6
6/27/09,63,0,-0.1,-0.7
6/28/09,70,0,0,-0.7
6/29/09,73,0,0,-0.5
6/30/09,71,0,0,-0.5
7/1/09,69,0,0,-0.7
7/2/09,66,0,0,-0.5
7/3/09,64,0,0,-0.6
7/4/09,67,0,0,-0.5
7/5/09,68,0,0,-0.3
7/6/09,63,0,0,-0.5
7/7/09,60,0,0,-0.5
7/8/09,56,0,0,-0.7
7/9/09,58,0,0,-0.3
7/10/09,65,0,0,-0.2
7/11/09,69,0,0,-0.2
7/12/09,67,0,0,-0.5
7/13/09,57,0,0,-0.1
7/14/09,63,0,0,-0.4
7/15/09,70,0.1,0.1,-0.3
7/16/09,74,0,-0.1,-0.4
7/17/09,76,0,0,0.1
7/18/09,78,0,0,-0.2
7/19/09,76,0,0,-0.1
7/20/09,73,0,0,-0.3
7/21/09,74,0,0,0.2
7/22/09,74,0,0,-0.3
7/23/09,74,0,0,-0.1
7/24/09,72,0,0,-0.3
7/25/09,74,0,0,0
7/26/09,74,0,0,0.1
7/27/09,70,0,0,-0.4
7/28/09,71,0,0,0.2
7/29/09,71,0,0,-0.2
7/30/09,71,0,0,0.1
7/31/09,74,0,0,0
8/1/09,74,0,0,-0.1
8/2/09,74,0,0,-0.2
8/3/09,72,0,0,0.1
8/4/09,70,0,0,-0.1
8/5/09,70,0,0,0
8/6/09,53,0.1,0.1,-0.2
8/7/09,45,0.4,0.3,0
8/8/09,52,0.2,-0.2,-0.2
8/9/09,58,0,-0.2,-0.5
8/10/09,66,0,0,0.6
8/11/09,71,0,0,-0.2
8/12/09,70,0,0,0.3
8/13/09,66,0,0,0.3
8/14/09,59,0,0,0
8/15/09,53,0,0,0
8/16/09,58,0,0,-0.2
8/17/09,61,0,0,-0.1
8/18/09,66,0,0,0.1
8/19/09,72,0,0,-0.1
8/20/09,76,0,0,0
8/21/09,78,0,0,0
8/22/09,75,0,0,0.1
8/23/09,64,0,0,0
8/24/09,61,0,0,-0.1
8/25/09,68,0.1,0.1,-0.1
8/26/09,70,0,-0.1,-0.1
8/27/09,73,0,0,0.1
8/28/09,74,0,0,-0.1
8/29/09,71,0,0,-0.1
8/30/09,64,0,0,0.1
8/31/09,66,0,0,-0.2
9/1/09,68,0,0,0.1
9/2/09,68,0,0,0
9/3/09,70,0,0,-0.3
9/4/09,69,0,0,0.3
9/5/09,66,0,0,-0.2
9/6/09,61,0,0,-0.3
9/7/09,55,0,0,0.2
9/8/09,58,0,0,0
9/9/09,67,0,0,-0.2
9/10/09,69,0,0,0
9/11/09,71,0,0,0.2
9/12/09,72,0,0,-0.2
9/13/09,67,0.3,0.3,0
9/14/09,57,0,-0.3,0
9/15/09,62,0,0,-0.2
9/16/09,64,0,0,0.1
9/17/09,68,0,0,-0.2
9/18/09,67,0,0,0.1
9/19/09,67,0,0,0.1
9/20/09,58,0,0,-0.1
9/21/09,56,0,0,0
9/22/09,64,0,0,-0.4
9/23/09,67,0,0,0.2
9/24/09,69,0,0,-0.1
9/25/09,71,0,0,
9/26/09,70,0,0,
9/27/09,67,0,0,-0.1
9/28/09,66,0,0,0.1
9/29/09,53,0,0,0
9/30/09,37,0,0,-0.2
10/1/09,40,0,0,-0.1
10/2/09,46,0,0,-0.1
10/3/09,40,0,0,0.2
10/4/09,32,0,0,-0.3
10/5/09,34,0.1,0.1,0
10/6/09,39,0,-0.1,-0.2
10/7/09,45,0,0,0
10/8/09,46,0,0,0
10/9/09,49,0,0,0
10/10/09,45,0,0,0
10/11/09,47,0,0,0
10/12/09,50,0.1,0.1,-0.1
10/13/09,42,1,0.9,0.1
10/14/09,48,0.2,-0.8,0
10/15/09,49,0.4,0.2,0.7
10/16/09,54,0,-0.4,3.9
10/17/09,58,0,0,1
10/18/09,57,0.3,0.3,0.4
10/19/09,44,0.1,-0.2,-0.2
10/20/09,44,0,-0.1,4
10/21/09,44,0.1,0.1,-0.2
10/22/09,49,0,-0.1,-0.3
10/23/09,51,0,0,-0.3
10/24/09,47,0,0,0.2
10/25/09,42,0.1,0.1,-0.1
10/26/09,45,0,-0.1,-0.3
10/27/09,29,0.1,0.1,-0.2
10/28/09,28,0,-0.1,-0.4
10/29/09,29,0.1,0.1,-0.1
10/30/09,43,0,-0.1,-0.3
10/31/09,48,0.1,0.1,1.8
11/1/09,47,0,-0.1,0.4
11/2/09,47,0,0,-0.1
11/3/09,50,0,0,-0.2
11/4/09,54,0,0,-0.1
11/5/09,53,0,0,-0.2
11/6/09,45,0,0,-0.1
11/7/09,40,0,0,-0.1
11/8/09,37,0,0,-0.1
11/9/09,42,0.1,0.1,-0.3
11/10/09,42,0.1,0,-0.3
11/11/09,45,0,-0.1,0.6
11/12/09,32,0.4,0.4,0.2
11/13/09,28,0,-0.4,0.3
11/14/09,24,0,0,-0.1
11/15/09,28,0,0,-0.5
11/16/09,38,0.1,0.1,-0.3
11/17/09,46,0,-0.1,-0.3
11/18/09,36,0,0,-0.3
11/19/09,36,0,0,-0.4
11/20/09,40,0,0,-0.1
11/21/09,30,0.1,0.1,-0.2
11/22/09,30,0.2,0.1,-0.1
11/23/09,30,0,-0.2,-0.3
11/24/09,36,0,0,-0.3
11/25/09,42,0,0,-0.2
11/26/09,42,0.1,0.1,-0.2
11/27/09,39,0,-0.1,-0.1
11/28/09,35,0,0,-0.2
11/29/09,36,0,0,-0.3
11/30/09,36,0,0,0
12/1/09,35,0,0,0
12/2/09,28,0,0,-0.3
12/3/09,26,0,0,-0.2
12/4/09,31,0,0,-0.3
12/5/09,19,0,0,-2.7
12/6/09,13,0,0,-1.5
12/7/09,11,0,0,-0.5
12/8/09,9,0,0,-0.3
12/9/09,14,0,0,-0.4
12/10/09,18,0,0,-0.2
12/11/09,24,0.1,0.1,-0.4
12/12/09,28,0.6,0.5,0.2
12/13/09,30,0.6,0,0.1
12/14/09,29,0,-0.6,0.2
12/15/09,33,0.1,0.1,0.2
12/16/09,37,0.1,0,0
12/17/09,37,0.1,0,-0.1
12/18/09,36,0,-0.1,0.2
12/19/09,35,0,0,0
12/20/09,36,0,0,0.1
12/21/09,37,0.1,0.1,0.1
12/22/09,24,0,-0.1,0.2
12/23/09,21,0,0,0
12/24/09,25,0,0,0.1
12/25/09,29,0,0,-0.2
12/26/09,25,0,0,-0.1
12/27/09,26,0,0,0
12/28/09,28,0,0,0.1
12/29/09,24,0.4,0.4,-0.3
12/30/09,26,0.4,0,0.2
12/31/09,24,0.5,0.1,0.2
1/1/10,36,0.4,-0.1,-0.2
1/2/10,34,0,-0.4,0.1
1/3/10,35,0,0,0.1
1/4/10,36,0,0,0
1/5/10,40,0.1,0.1,0
1/6/10,38,0,-0.1,0
1/7/10,31,0,0,0.1
1/8/10,30,0.1,0.1,0.2
1/9/10,37,0,-0.1,0
1/10/10,39,0.1,0.1,0.3
1/11/10,40,0,-0.1,
1/12/10,42,0,0,
1/13/10,36,0.2,0.2,0.1
1/14/10,33,0,-0.2,0.2
1/15/10,36,0,0,-0.1
1/16/10,38,0,0,0.2
1/17/10,35,0,0,0.3
1/18/10,35,0.5,0.5,-0.2
1/19/10,32,0,-0.5,0
1/20/10,29,0.3,0.3,0.3
1/21/10,29,0.4,0.1,0
1/22/10,28,0.4,0,0.3
1/23/10,28,0,-0.4,0.1
1/24/10,27,0.3,0.3,0.2
1/25/10,32,0.6,0.3,0.1
1/26/10,33,0,-0.6,0.4
1/27/10,31,0,0,0.5
1/28/10,29,0,0,0.4
1/29/10,33,0.1,0.1,0.5
1/30/10,32,0.8,0.7,0.3
1/31/10,32,0,-0.8,0
2/1/10,32,0,0,0.1
2/2/10,34,0,0,0
2/3/10,32,0.1,0.1,0
2/4/10,33,0.3,0.2,0
2/5/10,36,0,-0.3,-0.1
2/6/10,35,0,0,0.1
2/7/10,32,0,0,0
2/8/10,28,0,0,-0.1
2/9/10,28,0,0,0.1
2/10/10,30,0.1,0.1,0
2/11/10,36,0,-0.1,0.1
2/12/10,38,0,0,-0.1
2/13/10,40,0,0,-0.1
2/14/10,41,0,0,0
2/15/10,40,0,0,0.1
2/16/10,39,0,0,0
2/17/10,37,0,0,-0.1
2/18/10,33,0,0,0.1
2/19/10,30,0,0,0
2/20/10,26,0,0,0.1
2/21/10,24,0,0,-0.2
2/22/10,26,0.1,0.1,-0.1
2/23/10,31,0.3,0.2,0.2
2/24/10,33,0.4,0.1,-0.1
2/25/10,35,0.2,-0.2,0
2/26/10,38,0.1,-0.1,0.2
2/27/10,37,0,-0.1,0
2/28/10,36,0,0,-0.2
3/1/10,39,0.1,0.1,0
3/2/10,41,0.2,0.1,0
3/3/10,36,0.1,-0.1,0.2
3/4/10,33,0.1,0,-0.2
3/5/10,35,0,-0.1,0.1
3/6/10,38,0,0,-0.1
3/7/10,40,0,0,0
3/8/10,35,0,0,0.2
3/9/10,28,0,0,0.1
3/10/10,26,0.1,0.1,-0.2
3/11/10,32,0.1,0,0.3
3/12/10,37,0.2,0.1,0
3/13/10,27,0,-0.2,0.1
3/14/10,31,0,0,0.2
3/15/10,41,0.1,0.1,0.2
3/16/10,49,0,-0.1,0.2
3/17/10,49,0,0,0.2
3/18/10,40,0,0,0.2
3/19/10,39,0,0,0.4
3/20/10,44,0,0,0.8
3/21/10,46,0,0,0.6
3/22/10,35,0.1,0.1,0.8
3/23/10,35,0,-0.1,0.6
3/24/10,42,0,0,0.1
3/25/10,34,0.3,0.3,0.7
3/26/10,30,0.1,-0.2,0.3
3/27/10,36,0.2,0.1,-0.2
3/28/10,46,0,-0.2,0.2
3/29/10,47,0,0,0.2
3/30/10,33,0.5,0.5,1.5
3/31/10,28,0.2,-0.3,0.4
4/1/10,28,0,-0.2,-0.2
4/2/10,28,0.5,0.5,-0.3
4/3/10,28,0.1,-0.4,0
4/4/10,31,0,-0.1,-0.4
4/5/10,29,0.2,0.2,0.3
4/6/10,32,0.2,0,0
4/7/10,39,0,-0.2,0.1
4/8/10,41,0,0,-0.3
4/9/10,33,0.2,0.2,0.6
4/10/10,43,0.1,-0.1,-0.1
4/11/10,45,0,-0.1,0.5
4/12/10,36,0,0,0.3
4/13/10,37,0.1,0.1,-0.2
4/14/10,44,0,-0.1,0.9
4/15/10,47,0,0,1.5
4/16/10,51,0,0,0.6
4/17/10,49,0,0,1
4/18/10,53,0.1,0.1,-0.2
4/19/10,58,0,-0.1,0.8
4/20/10,46,0,0,0.2
4/21/10,38,0.7,0.7,0.3
4/22/10,36,0.3,-0.4,0.1
4/23/10,44,0,-0.3,-1.9
4/24/10,46,0,0,1.7
4/25/10,44,0,0,-0.4
4/26/10,52,0,0,-0.8
4/27/10,46,0.5,0.5,-1.3
4/28/10,31,0,-0.5,-0.3
4/29/10,31,0.2,0.2,0.8
4/30/10,37,0,-0.2,-0.2
5/1/10,39,0,0,-0.1
5/2/10,42,0.1,0.1,-0.3
5/3/10,49,0,-0.1,-0.6
5/4/10,39,0,0,-0.3
5/5/10,35,0,0,-0.3
5/6/10,33,0,0,-0.6
5/7/10,42,0,0,0
5/8/10,45,0,0,-0.2
5/9/10,44,0,0,-0.1
5/10/10,36,0.4,0.4,0
5/11/10,39,0.2,-0.2,1.7
5/12/10,43,0,-0.2,0.9
5/13/10,48,0,0,-0.7
5/14/10,51,0,0,-0.6
5/15/10,55,0,0,-0.4
5/16/10,59,0.1,0.1,-0.5
5/17/10,51,0.2,0.1,-0.2
5/18/10,43,0,-0.2,0
5/19/10,49,0.1,0.1,0.6
5/20/10,43,0.1,0,-0.3
5/21/10,40,0.3,0.2,0.2
5/22/10,30,0.6,0.3,-0.7
5/23/10,35,0,-0.6,1.1
5/24/10,38,0.3,0.3,1.8
5/25/10,47,0,-0.3,0.1
5/26/10,43,0.6,0.6,0.9
5/27/10,40,0.1,-0.5,0.2
5/28/10,39,0.2,0.1,-0.9
5/29/10,44,0,-0.2,-0.7
5/30/10,50,0,0,-0.8
5/31/10,53,0.1,0.1,-0.1
6/1/10,49,0.2,0.1,-0.6
6/2/10,53,0.2,0,1
6/3/10,53,0.2,0,0
6/4/10,54,0.1,-0.1,0.7
6/5/10,57,0,-0.1,-0.5
6/6/10,61,0,0,-0.6
6/7/10,58,0,0,-0.5
6/8/10,59,0,0,-0.9
6/9/10,56,0,0,-0.3
6/10/10,43,0.4,0.4,-0.8
6/11/10,46,0,-0.4,2.3
6/12/10,53,0.1,0.1,-0.5
6/13/10,57,0,-0.1,-0.6
6/14/10,64,0,0,-0.5
6/15/10,59,0,0,-0.2
6/16/10,44,0,0,-0.8
6/17/10,48,0,0,-0.7
6/18/10,58,0,0,-0.3
6/19/10,59,0,0,-0.4
6/20/10,53,0,0,-0.4
6/21/10,52,0,0,-0.5
6/22/10,58,0,0,-0.2
6/23/10,67,0,0,-0.1
6/24/10,65,0,0,-0.4
6/25/10,62,0,0,-0.5
6/26/10,64,0,0,-0.1
6/27/10,68,0,0,-0.3
6/28/10,74,0,0,-0.4
6/29/10,71,0,0,0
6/30/10,66,0,0,-0.1
7/1/10,64,0,0,-0.3
7/2/10,58,0,0,0
7/3/10,52,0,0,-0.4
7/4/10,58,0,0,0.2
7/5/10,63,0,0,-1.5
7/6/10,60,0,0,-0.2
7/7/10,64,0,0,-0.1
7/8/10,70,0.1,0.1,-0.2
7/9/10,69,0,-0.1,-0.1
7/10/10,72,0,0,-0.3
7/11/10,72,0,0,-0.1
7/12/10,,0,0,-0.1
7/13/10,,0,0,
7/14/10,,0,0,
7/15/10,,0,0,
7/16/10,,0,0,
7/17/10,,0,0,
7/18/10,,0,0,
7/19/10,,0,0,
7/20/10,,0.1,0.1,
7/21/10,,0,-0.1,
7/22/10,,0,0,
7/23/10,,0,0,
7/24/10,,0,0,
7/25/10,,0,0,
7/26/10,,0,0,
7/27/10,,0,0,
7/28/10,,0,0,
7/29/10,,0,0,
7/30/10,72,0,0,
7/31/10,69,0,0,
8/1/10,67,0,0,
8/2/10,69,0,0,
8/3/10,69,0,0,
8/4/10,72,0,0,
8/5/10,74,0,0,
8/6/10,70,0,0,
8/7/10,68,0.3,0.3,0.1
8/8/10,67,0,-0.3,0
8/9/10,66,0.2,0.2,-0.1
8/10/10,66,0,-0.2,0.1
8/11/10,59,0,0,-0.3
8/12/10,59,0,0,0
8/13/10,65,0,0,0.1
8/14/10,67,0,0,-0.2
8/15/10,71,0.2,0.2,0.1
8/16/10,72,0,-0.2,0
8/17/10,74,0,0,0
8/18/10,67,0,0,0.1
8/19/10,68,0,0,-0.1
8/20/10,70,0,0,0
8/21/10,65,0,0,-0.2
8/22/10,57,0,0,-0.1
8/23/10,58,0,0,0
8/24/10,67,0,0,-0.1
8/25/10,74,0,0,0.3
8/26/10,75,0,0,0
8/27/10,63,0,0,0.2
8/28/10,53,0,0,-0.2
8/29/10,42,0.1,0.1,-0.5
8/30/10,48,0.1,0,-0.1
8/31/10,51,0,-0.1,0.3
9/1/10,59,0,0,0
9/2/10,62,0,0,-0.1
9/3/10,71,0,0,0.1
9/4/10,68,0,0,0.2
9/5/10,54,0,0,-0.1
9/6/10,52,0,0,-0.1
9/7/10,61,0,0,0
9/8/10,50,0.3,0.3,-0.2
9/9/10,43,0.3,0,0.1
9/10/10,47,0.2,-0.1,-0.1
9/11/10,57,0.3,0.1,0
9/12/10,64,0,-0.3,-0.1
9/13/10,64,0,0,0.5
9/14/10,60,0,0,0
9/15/10,63,0,0,-0.1
9/16/10,63,0,0,0.1
9/17/10,65,0,0,0
9/18/10,65,0,0,0
9/19/10,58,0,0,0.1
9/20/10,52,0,0,-0.4
9/21/10,57,0,0,0.1
9/22/10,55,0,0,0
9/23/10,57,0.1,0.1,-0.1
9/24/10,61,0.4,0.3,0.2
9/25/10,67,0,-0.4,-0.2
9/26/10,68,0,0,0.1
9/27/10,69,0,0,-0.1
9/28/10,71,0,0,0.1
9/29/10,70,0,0,-0.2
9/30/10,71,0,0,0
10/1/10,72,0,0,0
10/2/10,69,0,0,0.1
10/3/10,58,0.4,0.4,0.1
10/4/10,47,0.3,-0.1,0.1
10/5/10,49,0.1,-0.2,0
10/6/10,50,0.3,0.2,-0.3
10/7/10,43,0.2,-0.1,0.2
10/8/10,48,0,-0.2,6.8
10/9/10,52,0,0,1.4
10/10/10,56,0,0,0
10/11/10,53,0,0,-0.5
10/12/10,48,0.1,0.1,-0.4
10/13/10,55,0,-0.1,-0.4
10/14/10,58,0.1,0.1,-0.4
10/15/10,57,0,-0.1,-0.3
10/16/10,56,0,0,-0.3
10/17/10,52,0,0,0
10/18/10,52,0,0,-0.4
10/19/10,51,0,0,-0.3
10/20/10,54,0,0,-0.2
10/21/10,54,0,0,-0.3
10/22/10,49,0,0,-0.1
10/23/10,42,1,1,-0.1
10/24/10,44,3.2,2.2,6.5
10/25/10,34,0.1,-3.1,6.9
10/26/10,31,0.2,0.1,-3.8
10/27/10,34,0.1,-0.1,-1.2
10/28/10,44,0,-0.1,0
10/29/10,45,0,0,0.2
10/30/10,44,0,0,-0.2
10/31/10,44,0,0,0.3
11/1/10,47,0,0,-0.7
11/2/10,54,0.1,0.1,-0.4
11/3/10,56,0,-0.1,-0.1
11/4/10,57,0,0,-0.2
11/5/10,55,0,0,-0.1
11/6/10,53,0,0,-0.4
11/7/10,42,0.6,0.6,-0.1
11/8/10,31,0.2,-0.4,3.8
11/9/10,29,0.2,0,-1.1
11/10/10,32,0,-0.2,-1
11/11/10,31,0,0,-0.3
11/12/10,35,0,0,-0.4
11/13/10,34,0,0,-0.4
11/14/10,42,0.1,0.1,-0.5
11/15/10,44,0,-0.1,2.9
11/16/10,40,0,0,-0.6
11/17/10,40,0,0,-0.9
11/18/10,47,0,0,-0.7
11/19/10,38,0.1,0.1,-0.5
11/20/10,27,0.3,0.2,0
11/21/10,26,0.6,0.3,0.1
11/22/10,27,0.6,0,-0.2
11/23/10,20,0,-0.6,-0.1
11/24/10,11,0,0,0.1
11/25/10,15,0,0,0.1
11/26/10,26,0,0,-0.3
11/27/10,28,0.7,0.7,-0.1
11/28/10,23,0,-0.7,0
11/29/10,20,0,0,-0.4
11/30/10,24,0.4,0.4,0.2
12/1/10,37,0.2,-0.2,0.2
12/2/10,40,0.7,0.5,-0.4
12/3/10,35,0.7,0,0.6
12/4/10,37,0.3,-0.4,0.6
12/5/10,38,0,-0.3,0.5
12/6/10,37,0.2,0.2,0.3
12/7/10,39,0,-0.2,-0.3
12/8/10,42,0.1,0.1,-0.5
12/9/10,40,0.3,0.2,0.9
12/10/10,40,0.1,-0.2,1.9
12/11/10,37,0,-0.1,-0.3
12/12/10,44,0.1,0.1,0.1
12/13/10,47,0,-0.1,-0.8
12/14/10,37,1.4,1.4,0
12/15/10,25,0,-1.4,0.8
12/16/10,23,0,0,-1
12/17/10,24,0.2,0.2,-0.6
12/18/10,35,0.7,0.5,-0.1
12/19/10,34,0.9,0.2,-0.2
12/20/10,30,0,-0.9,-0.4
12/21/10,31,0,0,-0.2
12/22/10,34,0,0,0
12/23/10,33,0,0,0.2
12/24/10,37,0,0,-0.1
12/25/10,38,0,0,-0.1
12/26/10,33,0,0,-0.3
12/27/10,31,0,0,-0.3
12/28/10,31,1.3,1.3,0.1
12/29/10,25,0.6,-0.7,-0.1
12/30/10,14,0.3,-0.3,-0.3
12/31/10,9,0,-0.3,0
1/1/11,15,0,0,-0.2
1/2/11,28,0,0,-0.3
1/3/11,27,0,0,0.3
1/4/11,22,0,0,-0.1
1/5/11,27,0,0,0
1/6/11,36,0,0,0.1
1/7/11,37,0,0,-0.3
1/8/11,30,0,0,0
1/9/11,19,0,0,-0.4
1/10/11,17,0,0,0
1/11/11,22,0,0,0.2
1/12/11,32,0.2,0.2,-0.1
1/13/11,36,0.3,0.1,-0.4
1/14/11,39,0.1,-0.2,0.1
1/15/11,38,0.3,0.2,0.2
1/16/11,45,0.3,0,-0.2
1/17/11,43,0,-0.3,0.9
1/18/11,41,0,0,0.9
1/19/11,32,0,0,-0.4
1/20/11,30,0,0,0.2
1/21/11,38,0,0,-0.4
1/22/11,36,0,0,0.1
1/23/11,33,0,0,-0.2
1/24/11,36,0,0,0
1/25/11,37,0,0,-0.3
1/26/11,36,0,0,0.1
1/27/11,39,0.1,0.1,0
1/28/11,40,0,-0.1,-0.4
1/29/11,43,0,0,0.1
1/30/11,35,0,0,0
1/31/11,31,0,0,-0.1
2/1/11,21,0,0,0
2/2/11,23,0,0,0.1
2/3/11,33,0,0,-0.2
2/4/11,40,0.1,0.1,-0.2
2/5/11,38,0,-0.1,0
2/6/11,39,0,0,0.1
2/7/11,36,0.1,0.1,-0.2
2/8/11,26,0,-0.1,0
2/9/11,26,0,0,0.2
2/10/11,29,0,0,0
2/11/11,36,0,0,-0.3
2/12/11,44,0,0,0.1
2/13/11,45,0,0,-0.3
2/14/11,43,0,0,-0.1
2/15/11,44,0.1,0.1,0.4
2/16/11,31,0.2,0.1,0
2/17/11,26,0.2,0,0
2/18/11,28,0.2,0,0.3
2/19/11,31,0.7,0.5,0.1
2/20/11,26,0.3,-0.4,-0.4
2/21/11,25,0,-0.3,0.3
2/22/11,26,0.1,0.1,0
2/23/11,26,0.3,0.2,0.1
2/24/11,26,0.3,0,-0.2
2/25/11,22,0.6,0.3,0
2/26/11,18,0,-0.6,-0.1
2/27/11,21,0,0,0.2
2/28/11,35,0,0,0
3/1/11,36,0,0,-0.3
3/2/11,40,0.1,0.1,0
3/3/11,35,0.1,0,0.2
3/4/11,36,0,-0.1,0
3/5/11,39,0.3,0.3,0.3
3/6/11,35,0.4,0.1,0.2
3/7/11,29,0.4,0,-0.2
3/8/11,33,0,-0.4,-0.1
3/9/11,43,0,0,0.3
3/10/11,45,0,0,0.2
3/11/11,36,0,0,-0.1
3/12/11,36,0,0,-0.1
3/13/11,40,0.3,0.3,0.1
3/14/11,40,0.6,0.3,0.2
3/15/11,42,1.3,0.7,-0.3
3/16/11,31,1.1,-0.2,7
3/17/11,31,0,-1.1,-3.5
3/18/11,37,0,0,-0.8
3/19/11,31,0.3,0.3,-0.8
3/20/11,35,0.2,-0.1,-0.3
3/21/11,32,0.6,0.4,0
3/22/11,30,0.4,-0.2,0
3/23/11,31,0.7,0.3,-0.3
3/24/11,31,0,-0.7,0.2
3/25/11,31,0.2,0.2,-0.2
3/26/11,31,0.6,0.4,-0.1
3/27/11,31,0.7,0.1,-0.3
3/28/11,31,0.3,-0.4,-0.1
3/29/11,35,0.1,-0.2,0
3/30/11,45,0,-0.1,-0.1
3/31/11,51,0,0,0.3
4/1/11,54,0,0,0.1
4/2/11,41,0,0,-0.4
4/3/11,31,0.1,0.1,0.3
4/4/11,39,0.2,0.1,-0.1
4/5/11,41,0.1,-0.1,-0.1
4/6/11,38,0.2,0.1,1.7
4/7/11,27,0.4,0.2,-0.6
4/8/11,29,0.1,-0.3,0
4/9/11,31,0,-0.1,-0.1
4/10/11,40,0.1,0.1,0
4/11/11,43,0,-0.1,-0.6
4/12/11,42,0,0,0.5
4/13/11,36,0,0,3.4
4/14/11,35,0,0,-1.9
4/15/11,41,0.1,0.1,-0.4
4/16/11,48,0,-0.1,1.9
4/17/11,45,1.4,1.4,0.8
4/18/11,39,1.4,0,2.9
4/19/11,37,0,-1.4,-3.3
4/20/11,41,0.1,0.1,-0.6
4/21/11,35,0.5,0.4,-0.4
4/22/11,35,0,-0.5,-0.9
4/23/11,40,0.1,0.1,0.3
4/24/11,38,0.3,0.2,1.5
4/25/11,36,0.6,0.3,-1
4/26/11,34,0,-0.6,-0.9
4/27/11,43,0.1,0.1,-0.2
4/28/11,39,0.2,0.1,2.5
4/29/11,29,0,-0.2,-1.6
4/30/11,35,0.1,0.1,-0.5
5/1/11,41,0,-0.1,1.8
5/2/11,48,0,0,0.1
5/3/11,43,0,0,0.8
5/4/11,44,0,0,-0.4
5/5/11,54,0,0,0.1
5/6/11,55,0.1,0.1,-0.1
5/7/11,50,0,-0.1,-1.2
5/8/11,37,0.6,0.6,-0.5
5/9/11,38,0,-0.6,1.2
5/10/11,44,0,0,-1.6
5/11/11,53,0.1,0.1,-1
5/12/11,55,0,-0.1,-0.3
5/13/11,57,0,0,-0.4
5/14/11,54,0,0,-0.6
5/15/11,35,0.6,0.6,-0.1
5/16/11,35,0.1,-0.5,1.7
5/17/11,37,0.2,0.1,1.3
5/18/11,38,0.4,0.2,0.1
5/19/11,47,0,-0.4,0.1
5/20/11,50,0,0,-1
5/21/11,48,0,0,-0.8
5/22/11,47,0.1,0.1,-0.3
5/23/11,44,0.1,0,-0.2
5/24/11,44,0,-0.1,-0.3
5/25/11,45,0.2,0.2,0
5/26/11,39,0.3,0.1,0.5
5/27/11,43,0,-0.3,0.2
5/28/11,37,0,0,-0.4
5/29/11,37,0,0,0.4
5/30/11,44,0,0,-0.6
5/31/11,51,0,0,-0.2
6/1/11,43,0,0,-0.4
6/2/11,35,0.3,0.3,-0.3
6/3/11,46,0,-0.3,1.4
6/4/11,56,0,0,-0.4
6/5/11,58,0.5,0.5,-0.4
6/6/11,48,1.7,1.2,-0.4
6/7/11,50,0,-1.7,7.7
6/8/11,53,0,0,-5
6/9/11,50,0,0,-1.2
6/10/11,54,0,0,-1
6/11/11,53,0,0,-0.3
6/12/11,54,0,0,-0.7
6/13/11,57,0,0,-0.5
6/14/11,60,0,0,-0.4
6/15/11,58,0,0,-0.5
6/16/11,49,0,0,-0.5
6/17/11,55,0,0,-0.6
6/18/11,55,0.6,0.6,-0.2
6/19/11,50,0,-0.6,-0.5
6/20/11,58,0.2,0.2,2.4
6/21/11,65,0,-0.2,-0.5
6/22/11,71,0,0,-0.4
